RESPOND_ID,EXAMIN_BEGIN_DE,LSR_CLTUR_ACT_WHOLE_SATSFC_VALUE,LSR_CLTUR_ACT_SATSFC_IMPRTY_RESN_CN,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,HSHLD_INCOME_DGREE_NM,ANSWRR_OC_AREA_NM
"53322348","20240322","만족하는 편이다","계획을 세워 실천으로 옮기는편이다","F","60대","300만원 미만","서울"
"53322356","20240322","보통이다","소득증가가 없어서...","M","40대","300~500만원 미만","부산"
"53322537","20240322","보통이다","생각만큼 여유롭게 즐기지 못해서","F","50대","500~700만원 미만","경기"
"53322612","20240322","매우 만족한다","잘 놀았음","F","19~29세","300~500만원 미만","경북"
"53322625","20240322","보통이다","경제적인수입이 크게 증가되지않아서 여가활동에대한 관심이 보통이다","M","50대","500~700만원 미만","전북"
"53322951","20240322","만족하는 편이다","충분하다","F","40대","300~500만원 미만","강원"
"53323106","20240322","만족하는 편이다","시간이 많이 있어서","F","60대","없음/모름/무응답","서울"
"53323143","20240322","불만족하는 편이다","시간이 부족 금액이 많이 오름","M","40대","300~500만원 미만","광주"
"53323357","20240322","보통이다","시간적 여유가 없음","M","30대","300~500만원 미만","경기"
"53323496","20240322","보통이다","여유가 없어서","M","50대","500~700만원 미만","서울"
"53323603","20240322","보통이다","별로라서","M","19~29세","300만원 미만","충남"
"53323638","20240322","만족하는 편이다","배우자와 여가시간을 함께 보내서","F","30대","300~500만원 미만","서울"
"53323640","20240322","보통이다","일을 하면서 평일에 시간이 거의 없음","M","19~29세","300만원 미만","충남"
"53323719","20240322","보통이다","시가내기가 힘들다.","M","50대","500~700만원 미만","경기"
"53323753","20240322","불만족하는 편이다","가격이 비쌈","M","19~29세","700만원 이상","강원"
"53323946","20240322","만족하는 편이다","그냥","M","19~29세","300~500만원 미만","충북"
"53324032","20240322","만족하는 편이다","아파트 내 헬스장이 있다","M","30대","700만원 이상","대구"
"53324067","20240322","보통이다","전과 비슷함","M","30대","700만원 이상","강원"
"53324153","20240322","보통이다","주위에 여가활동 충분하지않음","F","60대","700만원 이상","경남"
"53324500","20240322","보통이다","시간","M","50대","300만원 미만","울산"
"53324658","20240322","보통이다","그냥 시간때우기 정도? 재미있는게 없음","F","30대","300~500만원 미만","전남"
"53324682","20240322","보통이다","시간 및 만족도가 그전과 비슷함","M","40대","700만원 이상","강원"
"53324841","20240322","만족하는 편이다","경제활동을 조금줄이고 여가생활을 조금더 신경쓰니 나름만족하는 편이다..","M","60대","500~700만원 미만","부산"
"53324852","20240322","보통이다","진행하고있는일이 지연으로 심적여유부족","M","60대","300~500만원 미만","경기"
"53324941","20240322","만족하는 편이다","적당해서 앞우로는 늘리고 싶다","F","30대","700만원 이상","서울"
"53325069","20240322","보통이다","원하는곳에 언제든 갈수있고 할수있기때문에","F","50대","300~500만원 미만","서울"
"53325302","20240322","보통이다","경제적 이유","F","50대","300만원 미만","서울"
"53325516","20240322","보통이다","물가상승","F","30대","300만원 미만","경기"
"53325888","20240322","불만족하는 편이다","시간적이나금전적으로 불만족","M","40대","300만원 미만","대구"
"53325998","20240322","보통이다","만족이 늘어나기 위해선 비용을 더 지불해야해서","M","30대","300~500만원 미만","서울"
"53326001","20240322","만족하는 편이다","시간 대비 효율이 좋다","M","19~29세","300~500만원 미만","세종"
"53326118","20240322","보통이다","더 적극적이지 않은 상황임","F","50대","500~700만원 미만","서울"
"53326310","20240322","보통이다","일이 많아서 많이 여가생활못함","M","50대","300~500만원 미만","대구"
"53326337","20240322","만족하는 편이다","건강과 소액의 비용 투자로 여가 활동을 충분히 하고 있다","M","50대","700만원 이상","경기"
"53326459","20240322","만족하는 편이다","시간과 비용이 적절함","M","60대","700만원 이상","강원"
"53326595","20240322","보통이다","그냥","F","30대","없음/모름/무응답","경남"
"53326599","20240322","보통이다","일률적인 생활패턴","M","40대","700만원 이상","전남"
"53326637","20240322","보통이다","여가 시간을 즐길 시간적 여유는 줄었지만 알차게 보내며 시간을 활용하여 잘 보내고 있는듯 하여 그렇게 답했다","F","30대","500~700만원 미만","대구"
"53326656","20240322","만족하는 편이다","가성비가 좋음","F","30대","300~500만원 미만","대전"
"53326898","20240322","보통이다","컨디션 조절이 안되어서","F","50대","700만원 이상","경기"
"53326969","20240322","만족하는 편이다","만족하니까","F","40대","300만원 미만","대구"
"53327036","20240322","불만족하는 편이다","총비용의 제한적인 상황","M","30대","300~500만원 미만","대구"
"53327068","20240322","보통이다","시설이 별로 없어서","F","60대","없음/모름/무응답","경북"
"53327079","20240322","보통이다","무난하다","M","19~29세","300~500만원 미만","인천"
"53327109","20240322","만족하는 편이다","주말, 평일 근로시간을 고려 불편함이 거의 없음","M","60대","700만원 이상","강원"
"53327359","20240322","보통이다","더워서 운동을 많이 못하고 있음","F","19~29세","300만원 미만","경기"
"53327515","20240322","만족하는 편이다","시간이 충분한편은 아니지만 내가 좋아하는 여가생활을 함에 만족함","M","19~29세","500~700만원 미만","대전"
"53327555","20240322","보통이다","여가생활에 대한 시간은 늘었지만 경제적 활동은 줄어들었다.","F","40대","300만원 미만","광주"
"53327587","20240322","보통이다","별다른 변화 없다","M","50대","300~500만원 미만","충남"
"53327631","20240322","만족하는 편이다","여가를 즐길 시간이 많아서","M","50대","300만원 미만","경기"
"53327834","20240322","보통이다","특별한것이 없었다.","M","40대","300만원 미만","충북"
"53328005","20240322","보통이다","큰 차이가 없다","F","40대","300~500만원 미만","경기"
"53328059","20240322","만족하는 편이다","없습니다","F","30대","300~500만원 미만","서울"
"53328113","20240322","만족하는 편이다","주변인프라 충만","M","50대","500~700만원 미만","세종"
"53328135","20240322","보통이다","가족간의 여가 시간대가 상이하고 충분한 시간 부족","M","50대","300~500만원 미만","경기"
"53328768","20240322","보통이다","적당하다","M","30대","300만원 미만","대구"
"53328849","20240322","만족하는 편이다","불편함이 없다","M","50대","500~700만원 미만","경기"
"53328905","20240322","만족하는 편이다","원할때 갈수있었어서","M","30대","700만원 이상","대구"
"53328990","20240322","보통이다","그럭저럭 마음에든다","F","50대","700만원 이상","서울"
"53328996","20240322","보통이다","충분히 즐기지는 못했지만 적당한 여가생활은 즐겼습니다.","M","30대","없음/모름/무응답","경기"
"53329080","20240322","만족하는 편이다","모든 시설이 반경 15km안에 있다","M","60대","300~500만원 미만","대구"
"53329169","20240322","보통이다","다양한 활동의 기회가 없음","M","19~29세","없음/모름/무응답","경기"
"53329379","20240322","만족하는 편이다","원하는 여가생활을 함","F","30대","없음/모름/무응답","경북"
"53329439","20240322","불만족하는 편이다","본인의 의지가 부족함","M","50대","300만원 미만","울산"
"53329506","20240322","만족하는 편이다","퇴근 후 시간이 여유롭다","M","19~29세","없음/모름/무응답","울산"
"53329666","20240322","만족하는 편이다","직장을그만두게 되어서","F","50대","300만원 미만","경북"
"53329861","20240322","보통이다","시간이부족","F","40대","300만원 미만","부산"
"53329863","20240322","보통이다","여가를 즐길 시간이 부족했음","F","40대","700만원 이상","강원"
"53329936","20240322","만족하는 편이다","개인시간 보장","M","40대","없음/모름/무응답","충남"
"53330049","20240322","매우 만족한다","백수라도 과로사할만큼 바쁘게 보낼 수 있어서","M","60대","700만원 이상","강원"
"53330060","20240322","만족하는 편이다","개인적인 시간이 늘어났다","M","30대","500~700만원 미만","서울"
"53330173","20240322","보통이다","경제적인 형편 비용부담때문에","M","40대","300~500만원 미만","경북"
"53330201","20240322","보통이다","그냥저냥","M","50대","300~500만원 미만","경기"
"53330231","20240322","만족하는 편이다","무료전시와 구립도서관이 잘되어있어서","F","50대","700만원 이상","서울"
"53330378","20240322","보통이다","good","M","40대","700만원 이상","서울"
"53330426","20240322","보통이다","평일 근무가 많아서 주말에 여유가 없어진다","F","60대","300만원 미만","강원"
"53330455","20240322","불만족하는 편이다","시간에 비해 알차게 보내지 못한것 같다","F","50대","300~500만원 미만","서울"
"53330474","20240322","만족하는 편이다","시간적여유가 생겼다","M","40대","300만원 미만","서울"
"53330635","20240322","보통이다","보고싶은극이있었는데 티켓구하지못해서","F","50대","없음/모름/무응답","서울"
"53330718","20240322","불만족하는 편이다","시간이부족","M","60대","300~500만원 미만","강원"
"53330770","20240322","보통이다","경제적이유","F","19~29세","없음/모름/무응답","서울"
"53330787","20240322","만족하는 편이다","평소에 일을 하면서도 내가 하고 싶은 여가를 틈틈히 시간내서 할 수 있는 여유가 생김","F","50대","700만원 이상","충북"
"53331033","20240322","불만족하는 편이다","여가생활을 하기위한 환경이 조성되어 있지 않은부분. 사는곳에 따라너 문화적 콘텐츠가 부족하거나 어는 한곳에 집중되어 있는 문제가 질좋은 여가생활로 이어지지 않는다는 단점이 있습니다.","F","50대","300~500만원 미만","경기"
"53331158","20240322","보통이다","변화없다","M","40대","300만원 미만","강원"
"53331239","20240322","만족하는 편이다","불편함 부족함이 없어","M","30대","500~700만원 미만","경기"
"53331304","20240322","보통이다","항상 주어진시간과 비용에 변화없음","M","50대","700만원 이상","인천"
"53331491","20240322","만족하는 편이다","시간적 여유","M","19~29세","700만원 이상","제주"
"53331678","20240322","만족하는 편이다","함께 어울리면 우울증도 해소된다","F","50대","700만원 이상","서울"
"53331789","20240322","보통이다","재미없어서","M","30대","300~500만원 미만","경기"
"53331969","20240322","보통이다","이전과 딱히 변한게 없음","M","30대","없음/모름/무응답","강원"
"53332024","20240322","만족하는 편이다","즐기는 시간을 가질 수 있음으로","F","30대","700만원 이상","부산"
"53332041","20240322","만족하는 편이다","원하는 곳에 갈 수 있다는 것","F","50대","300~500만원 미만","경기"
"53332067","20240322","보통이다","전달과 비슷하고 앞으로도 특별히 변할것 같지 않기에 보통이라고 답했음","F","60대","500~700만원 미만","경기"
"53332297","20240322","보통이다","경제적. 신체적 부담","M","50대","300~500만원 미만","부산"
"53332471","20240322","보통이다","경제적으로 부담스럽지 않은 정도의 지출로 영화상영과 캠핑을 다녀왔으므로.","F","40대","300~500만원 미만","대구"
"53332666","20240322","만족하는 편이다","여가시간을 충분히 즐길만한 시간이 있다","F","30대","없음/모름/무응답","경기"
"53332722","20240322","보통이다","크게 만족한 적은 없는 것 같다","F","19~29세","없음/모름/무응답","대구"
"53333043","20240322","보통이다","보통이니까","F","40대","300만원 미만","경기"
"53333091","20240322","보통이다","경제적 받침이 되지않으므로 만족도가 낮은편임","M","60대","500~700만원 미만","충남"
"53333151","20240322","보통이다","그냥 비슷해서","F","40대","700만원 이상","경기"
"53333170","20240322","보통이다","하고싶은건 많은데 손주보느라 시간적으로 제약이 따른다","F","60대","700만원 이상","서울"
"53333232","20240322","보통이다","백수라 시간은많은데 심적으로 경제적으로 힘들어서","M","19~29세","300~500만원 미만","서울"
"53333468","20240322","보통이다","딱히 좋은것도 나쁜것도 없으므로","F","50대","700만원 이상","서울"
"53333730","20240322","보통이다","크게 재미있는 일이없다","M","40대","없음/모름/무응답","대구"
"53333731","20240322","보통이다","게임으로는 충족되는것이 한계가 있어서","M","19~29세","300~500만원 미만","서울"
"53334386","20240322","보통이다","시간이 없었고 기회가 부족","F","50대","500~700만원 미만","서울"
"53334412","20240322","만족하는 편이다","하고싶을때 할수있어서","M","50대","700만원 이상","경기"
"53334812","20240322","보통이다","같아어","F","19~29세","없음/모름/무응답","경기"
"53334849","20240322","불만족하는 편이다","업무과중","F","19~29세","700만원 이상","서울"
"53334877","20240322","만족하는 편이다","인프라와 내가 원하는 것을 하기에 좋다","F","50대","300만원 미만","충남"
"53334932","20240322","보통이다","편하게 즐길 만한 시간이 나지 않고 있으나 짬짬히 여가생활을 즐기려고 노력하고 있음","F","19~29세","300만원 미만","강원"
"53334939","20240322","만족하는 편이다","하고자 하는것과 맛집 충분히 만족하게 누렸습니다","F","60대","700만원 이상","인천"
"53334949","20240322","불만족하는 편이다","겅제적 여유","M","50대","300~500만원 미만","부산"
"53335115","20240322","불만족하는 편이다","할게 많지않아서","F","40대","500~700만원 미만","서울"
"53335132","20240322","보통이다","만족도가 크게 늘거나 줄어들 이유가 없음","M","40대","300만원 미만","부산"
"53335157","20240322","보통이다","나름대로 누릴 수 있는 건 많지만 특별히 크게 만족스러운 것도 없기 때문.","M","19~29세","700만원 이상","서울"
"53335742","20240322","만족하는 편이다","기차타고 대중교통 시설 잘 되어 가보고 싶은곳 방문","M","60대","700만원 이상","강원"
"53335759","20240322","보통이다","일상과 크게 다를바 없음(변화가 없음)","M","19~29세","없음/모름/무응답","충남"
"53335761","20240322","만족하는 편이다","주변에 다수의 여가시설 존재","M","50대","700만원 이상","강원"
"53335803","20240322","보통이다","보통입니다","M","40대","없음/모름/무응답","서울"
"53335918","20240322","보통이다","적절한 시간 배분","M","30대","700만원 이상","부산"
"53336125","20240322","보통이다","원하는 시간에 원하는 것을 할 수 있다","F","40대","700만원 이상","경기"
"53336191","20240322","불만족하는 편이다","다른일에 신경 쓰느라 매일 피곤해서 시간이 많이없다","M","40대","없음/모름/무응답","전남"
"53336209","20240322","보통이다","부족하지도 넘치지도 않았다","F","50대","500~700만원 미만","경기"
"53336499","20240322","불만족하는 편이다","시간이 없었고 겨울엔 날씨때문에 할수있는 활동이 제한적이라 아쉽다.","F","40대","700만원 이상","서울"
"53336768","20240322","보통이다","그냥요","F","40대","300만원 미만","경북"
"53336842","20240322","만족하는 편이다","운동을 통해 신체적 건강 유지하기에","M","60대","500~700만원 미만","강원"
"53336892","20240322","보통이다","여가를 즐길 시간과 재정이 충분하지 않다","F","40대","500~700만원 미만","서울"
"53337027","20240322","보통이다","추운 날씨.","F","60대","300만원 미만","경기"
"53337113","20240322","보통이다","회사업무와 집안일을 함께하면서 따로 여가생활을 가질 시간이 줄어든 것 같다.","M","40대","500~700만원 미만","경기"
"53337363","20240322","만족하는 편이다","내가 하고싶은 여가생활을 잘 즐기고 있어서","F","30대","500~700만원 미만","제주"
"53337529","20240322","보통이다","경제적여유","M","50대","300~500만원 미만","경기"
"53337595","20240322","보통이다","변동 없음","F","50대","300~500만원 미만","경기"
"53337656","20240322","보통이다","시간이 충분하지 않다","M","60대","500~700만원 미만","전남"
"53337662","20240322","보통이다","생활 패턴이 규칙적","M","60대","300~500만원 미만","경기"
"53337707","20240322","불만족하는 편이다","경제적 이유와 건강문제","M","60대","300~500만원 미만","대구"
"53337729","20240322","보통이다","만족할만한 여가생활이없음","M","50대","300~500만원 미만","서울"
"53337853","20240322","만족하는 편이다","내가 하고 싶은 일을 시간에 쫓기지않고 자유롭게 가능하기 때문이다.","F","30대","500~700만원 미만","경기"
"53337934","20240322","보통이다","금전적인 여유가 없기때문이다","F","60대","없음/모름/무응답","경기"
"53337954","20240322","보통이다","간병하느라 원하는 만큼 하지 못하나 그래도 할 수 있으니까.","F","60대","500~700만원 미만","서울"
"53338059","20240322","보통이다","나 기준 만족안됨","M","40대","300~500만원 미만","부산"
"53338086","20240322","보통이다","주6일 근무로 시간의 제약을 많이 받는다","F","50대","300~500만원 미만","인천"
"53338368","20240322","만족하는 편이다","시간여유","M","50대","700만원 이상","전남"
"53338598","20240322","보통이다","익숙해저서","M","40대","700만원 이상","서울"
"53338627","20240322","만족하는 편이다","원하는것을 하려고 노력중","M","30대","300~500만원 미만","울산"
"53338641","20240322","만족하는 편이다","경제적 여유는 없지만 시간에 여유가 있어서 잘 지내고 있음","F","50대","300~500만원 미만","서울"
"53338729","20240322","매우 만족한다","스트레스 해소 자기만족","F","50대","300만원 미만","대구"
"53338762","20240322","보통이다","특별한게 없음","F","40대","500~700만원 미만","광주"
"53338773","20240322","보통이다","그냥 그렇다","M","19~29세","없음/모름/무응답","인천"
"53338843","20240322","보통이다","이전과 크게 달라진게 없음","M","50대","500~700만원 미만","경기"
"53338897","20240322","보통이다","ㅅ간이 부족하고 돈이문제","F","50대","300만원 미만","경기"
"53338909","20240322","보통이다","경제적 어려움","M","50대","300만원 미만","서울"
"53338961","20240322","만족하는 편이다","시간적 여유가 많음","F","40대","300~500만원 미만","전남"
"53339132","20240322","보통이다","딱히 특별한 게 없기 때문","F","40대","300만원 미만","경기"
"53339280","20240322","보통이다","크게 달라진 점이 없음","M","30대","500~700만원 미만","서울"
"53339492","20240322","만족하는 편이다","적절학게 잘하고 있다","F","40대","500~700만원 미만","대구"
"53339503","20240322","보통이다","보통임","M","30대","300~500만원 미만","서울"
"53339631","20240322","보통이다","적당해서","F","40대","700만원 이상","대전"
"53339837","20240322","보통이다","집돌이라 돌아다니지 않고 집에서 보내는 시간도 좋아서","M","19~29세","300만원 미만","충북"
"53339870","20240322","보통이다","건강상 활동에제약","M","60대","300만원 미만","강원"
"53339894","20240322","보통이다","마음에 여유가 없음","M","40대","없음/모름/무응답","강원"
"53339943","20240322","보통이다","환경은 좋지 않으나 나름대로 즐김","F","19~29세","없음/모름/무응답","경북"
"53339968","20240322","만족하는 편이다","가족들과 해외여행을 다녀왔다","M","40대","500~700만원 미만","충남"
"53340026","20240322","만족하는 편이다","여가시간이 충분하다","F","40대","300~500만원 미만","경남"
"53340093","20240322","불만족하는 편이다","시간.돈 부족","F","50대","300만원 미만","경남"
"53340243","20240322","만족하는 편이다","자기계발을 위한 프로그램 활동을 해서","F","60대","300~500만원 미만","서울"
"53340327","20240322","만족하는 편이다","원하는 만큼 즐길 시간과 장소의 여유","F","50대","300~500만원 미만","강원"
"53340482","20240322","보통이다","시간 및 경제적 여유의 불충분","M","30대","없음/모름/무응답","서울"
"53340509","20240322","보통이다","특별히 변화 된 내용과 활동이 없어서","F","60대","300~500만원 미만","광주"
"53340774","20240322","불만족하는 편이다","여가생활을 하는 시간이 감소하였을 뿐더러 생활 인근에 하고 싶은 여가와 관련된 시설 부족","F","19~29세","없음/모름/무응답","인천"
"53340855","20240322","보통이다","살기 바뻐서..","M","40대","없음/모름/무응답","부산"
"53341004","20240322","보통이다","피로감","F","30대","300~500만원 미만","서울"
"53341111","20240322","만족하는 편이다","심적 편안함 높음","F","19~29세","300만원 미만","대전"
"53341318","20240322","보통이다","경제적여유","M","40대","500~700만원 미만","서울"
"53341370","20240322","보통이다","시간이 없어서","F","50대","300~500만원 미만","경기"
"53341378","20240322","매우 만족한다","주변 환경이 좋아서","F","60대","500~700만원 미만","경남"
"53342262","20240322","만족하는 편이다","볼거리가 많아서 만족합니다.","F","50대","300~500만원 미만","울산"
"53342277","20240322","보통이다","전체적으로 무난하게 보냄","F","40대","300~500만원 미만","충북"
"53342294","20240322","매우 만족한다","개인적으로 여가를 즐기 시간이 많고 직접 운동을 하며 나의 체력을 키우는 보람이 있다.","M","50대","700만원 이상","제주"
"53342301","20240322","보통이다","인프라가 아쉽다","M","19~29세","없음/모름/무응답","경북"
"53342341","20240322","보통이다","특별한게없음","M","50대","없음/모름/무응답","강원"
"53342791","20240322","만족하는 편이다","마음이 편하다","M","60대","300만원 미만","강원"
"53342907","20240322","보통이다","평이한수준","M","19~29세","없음/모름/무응답","서울"
"53342976","20240322","보통이다","시간이없어서","M","50대","300~500만원 미만","대전"
"53343502","20240322","보통이다","그럭저럭 잘 즐긴 것 같아서","F","19~29세","없음/모름/무응답","경기"
"53343510","20240322","보통이다","큰 변화가 없어서","M","50대","300~500만원 미만","대전"
"53343549","20240322","만족하는 편이다","욕심이 큰 편이지할건 다한다","M","19~29세","700만원 이상","충남"
"53343585","20240322","매우 만족한다","새로운 게임 구입","M","40대","없음/모름/무응답","광주"
"53343754","20240322","만족하는 편이다","생활하는데 편안함을 느낌니다","F","50대","300만원 미만","경남"
"53343957","20240322","불만족하는 편이다","시간과 돈이 부족하다","F","19~29세","300만원 미만","경기"
"53344018","20240322","만족하는 편이다","시간적 여유와 몸과 마음이 여유로워서","F","40대","700만원 이상","전북"
"53344097","20240322","보통이다","습관적 때문","M","60대","300~500만원 미만","충남"
"53344168","20240322","보통이다","육아로인한 여가생활시간부족","F","30대","300만원 미만","경기"
"53344363","20240322","만족하는 편이다","스스로 즐거우니까","F","50대","500~700만원 미만","서울"
"53344408","20240322","불만족하는 편이다","시감과 체력이 부족해서","F","30대","300만원 미만","서울"
"53344435","20240322","만족하는 편이다","시간 및 경제적비용","F","50대","300~500만원 미만","강원"
"53344491","20240322","만족하는 편이다","시간적 여유가 있엇ㅓ","F","40대","500~700만원 미만","강원"
"53344496","20240322","보통이다","생활 패턴이 그대로여서","F","19~29세","없음/모름/무응답","부산"
"53344595","20240322","만족하는 편이다","하고싶은 활동을 할 수 있어서","F","60대","300~500만원 미만","인천"
"53344614","20240322","불만족하는 편이다","시간부족","M","40대","300만원 미만","서울"
"53344958","20240322","보통이다","혼자 사니까","M","50대","300만원 미만","경기"
"53344985","20240322","만족하는 편이다","여행자금으로 간 해외여행","F","19~29세","500~700만원 미만","경북"
"53345006","20240322","불만족하는 편이다","물가가 너무올라서 즐길여유부족","F","40대","700만원 이상","충남"
"53345095","20240322","매우 불만족한다","시간이 부족해서","F","40대","700만원 이상","인천"
"53345781","20240322","만족하는 편이다","하고 싶은 일을 한다","F","40대","500~700만원 미만","충남"
"53345883","20240322","만족하는 편이다","평소랑비슷해서","M","40대","700만원 이상","경북"
"53345920","20240322","보통이다","보통이라서","M","60대","300~500만원 미만","부산"
"53345945","20240322","만족하는 편이다","자주 여가생활을 하기 때문","M","60대","300~500만원 미만","경남"
"53346198","20240322","보통이다","크게 생활이 바뀐점이 없어서","F","40대","700만원 이상","경기"
"53346351","20240322","보통이다","여건상 하고싶은 활동을 해서","F","50대","500~700만원 미만","경남"
"53346403","20240322","보통이다","육아로 인해 시간을 분할해서 여가를 즐기고 있습니다 여가 시간이 전혀 없는 건 아니지만 전에 비해서 시간이 부족해졌습니다. 그래도 할애된 시간에 최대한 즐길려고 노력하고 있습니다.","M","30대","300~500만원 미만","서울"
"53346466","20240322","만족하는 편이다","일정정도의 성과도 있었고 땀 흘려 좋으니까","M","50대","700만원 이상","서울"
"53346521","20240322","보통이다","여기 사는곳은 (명지제외) 여가생활하려면 장시간 교통 타고 나가야만 무언갈 할 수 있어서 불편함","F","30대","없음/모름/무응답","경기"
"53346564","20240322","만족하는 편이다","원하는 활동을 만족스럽게 즐기고 있음","M","60대","500~700만원 미만","강원"
"53346649","20240322","만족하는 편이다","시간적 여유 및 인프라가 잘 되어있다","M","40대","300~500만원 미만","경기"
"53346731","20240322","만족하는 편이다","시간적 여유. 장소. 자금이 부족하지 않다","M","40대","700만원 이상","서울"
"53346907","20240322","보통이다","특별한변화없어서","M","40대","700만원 이상","서울"
"53347218","20240322","만족하는 편이다","시간적 여유","M","40대","500~700만원 미만","울산"
"53347238","20240322","불만족하는 편이다","지출이 요구되는 것들은 하기 힘듬","M","19~29세","없음/모름/무응답","경기"
"53347347","20240322","불만족하는 편이다","시간내기가 쉽지 않다","M","60대","없음/모름/무응답","서울"
"53347566","20240322","보통이다","코로나증가로조금줄었어요","F","50대","500~700만원 미만","전북"
"53347577","20240322","만족하는 편이다","하고 싶었던 운동을 다시 시작할 수 있어서","M","19~29세","700만원 이상","경기"
"53347617","20240322","만족하는 편이다","시간적 여유가 많다","F","30대","700만원 이상","경기"
"53347831","20240322","만족하는 편이다","하고싶은건 할수있음","F","19~29세","없음/모름/무응답","경남"
"53347929","20240322","보통이다","큰 변화없는 여가생활 이였습니다","M","50대","500~700만원 미만","경남"
"53347936","20240322","만족하는 편이다","같이 할 사람이 생겨서","M","19~29세","700만원 이상","서울"
"53348031","20240322","불만족하는 편이다","여행을 하고싶지만 경제적 여유없음","F","50대","300만원 미만","광주"
"53348146","20240322","보통이다","다른 취미 찾고 있다","M","60대","700만원 이상","서울"
"53348193","20240322","보통이다","증가/감소 없이 그대로였음","M","19~29세","300~500만원 미만","인천"
"53348270","20240322","만족하는 편이다","우울해질 때마다 여가생활을 즐긴다","F","19~29세","없음/모름/무응답","경기"
"53348278","20240322","만족하는 편이다","그럭저럭 시간에 쫓기지 않아서","M","40대","700만원 이상","경기"
"53348308","20240322","만족하는 편이다","많이 걸을 수 있었음","M","40대","300~500만원 미만","대구"
"53348336","20240322","만족하는 편이다","만족","F","40대","500~700만원 미만","부산"
"53348471","20240322","보통이다","사용 가능한 여가 시간에 할 수 있는 걸 해서","F","30대","없음/모름/무응답","강원"
"53348535","20240322","불만족하는 편이다","경제적인면으로","F","50대","300~500만원 미만","경기"
"53348592","20240322","보통이다","적절한 시간 배분","M","60대","500~700만원 미만","서울"
"53348609","20240322","만족하는 편이다","여행을 통해 즐거움을 얻었다","F","50대","700만원 이상","경기"
"53348610","20240322","만족하는 편이다","시간적도 적절했고 여향지 인프라도 괜찮았고 관광허기좋았음","M","40대","300~500만원 미만","대구"
"53348617","20240322","보통이다","기존과 변화가 거의 없으며 평균적 활동아 이어졌음","F","60대","700만원 이상","전북"
"53348681","20240322","불만족하는 편이다","더운 날씨로 인해 국내여행이 만족스럽지 않았다","F","19~29세","없음/모름/무응답","서울"
"53348853","20240322","보통이다","여가생활에 비용이 자꾸 비싸져서","F","50대","300~500만원 미만","경기"
"53348892","20240322","매우 만족한다","그동안추진했던해외여행을다녀옴","M","60대","300~500만원 미만","인천"
"53349041","20240322","보통이다","재미나 흥미를 느끼지 못해서","M","50대","700만원 이상","경기"
"53349367","20240322","만족하는 편이다","걸을수있는 장소가 가까이있어 이용하기 편리하다","F","60대","500~700만원 미만","서울"
"53349456","20240322","만족하는 편이다","행복","M","50대","500~700만원 미만","강원"
"53349782","20240322","만족하는 편이다","시간과 비용을 적절히 잘 사용","M","60대","700만원 이상","강원"
"53349881","20240322","보통이다","평소 꾸준히 해오고있어서","M","60대","700만원 이상","서울"
"53349883","20240322","보통이다","특별함이 없음","M","40대","500~700만원 미만","세종"
"53350072","20240322","보통이다","특별한사항이 없슴","M","50대","300~500만원 미만","경기"
"53350094","20240322","보통이다","크게 달라진 것도 없고 변화에 대한 욕구도 크지 않음","F","60대","300만원 미만","서울"
"53350386","20240322","만족하는 편이다","나만의시갸","M","50대","300~500만원 미만","강원"
"53350713","20240322","만족하는 편이다","시간적 여유","M","50대","500~700만원 미만","서울"
"53350846","20240322","보통이다","바쁜 일상이라 여가 시간이 부족한 편임","F","50대","300~500만원 미만","충남"
"53350948","20240322","만족하는 편이다","여가생활할수있는 시간안에서 최대한 활용한것같다","M","50대","없음/모름/무응답","부산"
"53351039","20240322","만족하는 편이다","시간이나 돈이 부족하여 마음껏하진 못하지만 어느정도는 하고 있음","M","30대","700만원 이상","경기"
"53351317","20240322","만족하는 편이다","없다","F","60대","500~700만원 미만","광주"
"53351479","20240322","만족하는 편이다","내 자신의 만족이 높기 때문","M","60대","700만원 이상","대구"
"53351565","20240322","만족하는 편이다","여가 시간이 충분하고 경제적으로 크게 지장받지 않으며 하고싶은 것을 할 수 있기 때문","F","60대","700만원 이상","경북"
"53351639","20240322","보통이다","주기적으로 시간내서 운동하고 쉬는중","F","40대","300~500만원 미만","경기"
"53351656","20240322","보통이다","특별히 변화없는 생활","M","50대","500~700만원 미만","서울"
"53351784","20240322","만족하는 편이다","워라벨이 좋아서 할수있었음","M","30대","300만원 미만","울산"
"53351822","20240322","만족하는 편이다","원하는대로 할수있고 효과도있는거같다","M","60대","700만원 이상","경기"
"53351942","20240322","만족하는 편이다","하고 싶은 것들은 대부분했다","F","30대","300만원 미만","대구"
"53351946","20240322","만족하는 편이다","경제적여유","M","40대","700만원 이상","경기"
"53351952","20240322","만족하는 편이다","가족이나 지인들과 같이 할수있는 시간이 많아서","M","40대","300~500만원 미만","부산"
"53352090","20240322","만족하는 편이다","형편성","M","50대","300만원 미만","충남"
"53352312","20240322","만족하는 편이다","가족과함께 여름휴가를 원하는곳으로 가서 즐길수 있었기 때문","F","50대","300~500만원 미만","울산"
"53352385","20240322","만족하는 편이다","여가 시간이 대폭 늘어남","F","30대","700만원 이상","광주"
"53352416","20240322","보통이다","매일같다","F","40대","300만원 미만","대전"
"53352431","20240322","보통이다","시간과 비용의 문제가 지속발생","M","30대","700만원 이상","충북"
