RESPOND_ID,EXAMIN_BEGIN_DE,LSR_CLTUR_ACT_WHOLE_SATSFC_VALUE,LSR_CLTUR_ACT_SATSFC_IMPRTY_RESN_CN,SEXDSTN_FLAG_CD,AGRDE_FLAG_NM,HSHLD_INCOME_DGREE_NM,ANSWRR_OC_AREA_NM
"53358130","20240101","만족하는 편이다","책을 읽고 엽서 보내기하여 상품권을 받앗지요 또 서점에 가서 책을 사와서 읽으면 기쁨이 만족 하답니다","F","60대","없음/모름/무응답","서울"
"53358211","20240101","보통이다","작년과 그리 크게 바뀐게 없다.","M","40대","300~500만원 미만","경기"
"53358297","20240101","보통이다","늘 생활이 일정해서","F","60대","없음/모름/무응답","경기"
"53358362","20240101","보통이다","항상같으니까","M","60대","300만원 미만","충북"
"53358395","20240101","만족하는 편이다","시간적여유가 있어서 언제든지 여가를 즐길수 있다","M","60대","300~500만원 미만","경북"
"53358598","20240101","만족하는 편이다","시간적 여유가 있다","M","50대","700만원 이상","광주"
"53358618","20240101","만족하는 편이다","원하는건 다 할수있움","F","30대","700만원 이상","충북"
"53358654","20240101","만족하는 편이다","날씨가 좋았고 마음이 잘맞는 사람과 함께 해서 좋았어요","M","50대","300~500만원 미만","서울"
"53358677","20240101","만족하는 편이다","스트레스 해소 충족","F","40대","300만원 미만","경남"
"53358696","20240101","만족하는 편이다","Dk","M","19~29세","없음/모름/무응답","강원"
"53359151","20240101","보통이다","특별히 더 하고싶은 활동이 없기 때문에","F","60대","300~500만원 미만","서울"
"53359334","20240101","보통이다","시간이 부족하다","F","50대","700만원 이상","강원"
"53359382","20240101","만족하는 편이다","즐겁게 생활하니까","F","60대","없음/모름/무응답","울산"
"53359486","20240101","매우 만족한다","ㅁㅁㅁ","M","19~29세","300~500만원 미만","서울"
"53359978","20240101","보통이다","다양한 취미활동을 위한 여건부족","M","40대","500~700만원 미만","경남"
"53360124","20240101","만족하는 편이다","교통편리","F","40대","700만원 이상","서울"
"53360292","20240101","불만족하는 편이다","시간적으로 여유가없고쉬고싶음","F","60대","300만원 미만","전북"
"53360511","20240101","만족하는 편이다","경제적으로도 육체적으로 편안함","M","30대","300~500만원 미만","대전"
"53360532","20240101","보통이다","평범한 일상","M","30대","700만원 이상","부산"
"53360697","20240101","만족하는 편이다","친구들과즐거운시간","M","60대","300만원 미만","경남"
"53360864","20240101","보통이다","딱히 아무생각이 없다","F","19~29세","300만원 미만","충남"
"53360925","20240101","보통이다","비용 증가","M","30대","500~700만원 미만","경기"
"53361136","20240101","만족하는 편이다","많은 경험을 했기 때문에","M","19~29세","없음/모름/무응답","경기"
"53361212","20240101","보통이다","비슷합니다 평소랑","M","19~29세","300만원 미만","서울"
"53361270","20240101","만족하는 편이다","만족도가 좋음","F","50대","500~700만원 미만","울산"
"53361462","20240101","만족하는 편이다","다양한 여가생활 가능","F","19~29세","없음/모름/무응답","경남"
"53361552","20240101","만족하는 편이다","평일에 쉴 수 있는 시간에 제가 하고 싶은 활동을 할 수 있어서 만족한다고 답했습니다.","F","19~29세","없음/모름/무응답","충남"
"53361570","20240101","보통이다","경제활동으로인해 시간이부족","F","60대","500~700만원 미만","부산"
"53361684","20240101","보통이다","보통으로 괜찮아서요","F","30대","300만원 미만","충남"
"53361969","20240101","만족하는 편이다","스트레스가 해소될 만큼 충분히 여가시간을 즐길수 있다","F","50대","700만원 이상","인천"
"53362068","20240101","만족하는 편이다","50대후반에 ?정신건강 육체건강 등?건강을 위해 몸으로하는 여가?정신적인 여가 를 해야될것같고 해서 억지로 하루하루 계획을해서 보내고 있음","F","50대","700만원 이상","울산"
"53362298","20240101","만족하는 편이다","오티티가 잘 되어있어서","M","19~29세","500~700만원 미만","경기"
"53362349","20240101","보통이다","경제적 여건 주변 환경 집안 사정","M","40대","300~500만원 미만","부산"
"53362373","20240101","보통이다","변함없이 진행되어서","F","60대","700만원 이상","부산"
"53362578","20240101","만족하는 편이다","요가를40여일못가다6월한달1주일에두번씩꼬박꼬박다니게되며.","F","40대","500~700만원 미만","경기"
"53362669","20240101","보통이다","정보가 너무많아 결정하기가 쉽지않다","F","30대","300~500만원 미만","경기"
"53362938","20240101","불만족하는 편이다","진짜 내시간이 없는 느낌","F","19~29세","300~500만원 미만","서울"
"53363204","20240101","불만족하는 편이다","경제가 어려위서","M","50대","500~700만원 미만","울산"
"53363225","20240101","만족하는 편이다","시간적 제정적으로","F","60대","700만원 이상","경남"
"53363343","20240101","만족하는 편이다","구직 활동 중이라 비교적 여가시간을 활용할 수 있는 시간이 많았다.","F","30대","300~500만원 미만","서울"
"53363364","20240101","보통이다","충분한 여가활동시간이 되어서","F","50대","700만원 이상","경북"
"53363377","20240101","만족하는 편이다","할수있는것에 만족","M","30대","300~500만원 미만","경기"
"53363408","20240101","불만족하는 편이다","바빠서","F","30대","500~700만원 미만","대구"
"53363445","20240101","보통이다","비슷해서","F","40대","300만원 미만","전북"
"53363582","20240101","만족하는 편이다","내가 원할때 언제든 가능","F","50대","700만원 이상","서울"
"53363725","20240101","보통이다","시간없음","M","30대","700만원 이상","울산"
"53363794","20240101","만족하는 편이다","시간적 여유가 많아짐","F","50대","700만원 이상","서울"
"53363933","20240101","만족하는 편이다","자기계발과 자기만족감 상승","M","60대","500~700만원 미만","경남"
"53364076","20240101","보통이다","지난달과비슷하고 앞으로도 비슷할것 같음","F","50대","700만원 이상","경기"
"53364176","20240101","만족하는 편이다","큰비용없이, 원하는 시간, 원하는 장소에서 진행가능","M","30대","700만원 이상","서울"
"53364238","20240101","보통이다","특이사항 없음.","M","60대","700만원 이상","강원"
"53364319","20240101","보통이다","여유가 없다","F","50대","300만원 미만","경북"
"53364344","20240101","만족하는 편이다","운동도 할 수 있었고 생각보다 날씨가 선선했으","F","40대","500~700만원 미만","경기"
"53364388","20240101","보통이다","별 다른 변화가 없어서","M","50대","300~500만원 미만","전북"
"53364534","20240101","만족하는 편이다","커뮤니티 골프렛슨중인데 만족함","F","50대","700만원 이상","강원"
"53364543","20240101","보통이다","시간이 없다ㅠㅠ","F","30대","700만원 이상","서울"
"53364549","20240101","불만족하는 편이다","물가상승","F","50대","500~700만원 미만","서울"
"53364911","20240101","보통이다","경제적으로힘들다","F","60대","300만원 미만","서울"
"53365207","20240101","보통이다","그럭저럭","M","30대","없음/모름/무응답","강원"
"53365218","20240101","만족하는 편이다","급여인상","M","50대","500~700만원 미만","경기"
"53365294","20240101","보통이다","특별한 변화가 없기 때문입니다.","M","60대","700만원 이상","서울"
"53365529","20240101","보통이다","특별히 좋을 것도 나쁠 것도 없으니..","F","60대","500~700만원 미만","강원"
"53365621","20240101","만족하는 편이다","시간적으로나 금전적으로나 쪼들리지않고 편하게 여과생활해서^^","M","50대","300~500만원 미만","인천"
"53365650","20240101","만족하는 편이다","근처에 둘레길이 있어 이용하기 편하다","F","40대","500~700만원 미만","강원"
"53365840","20240101","보통이다","경제적 여건","F","50대","없음/모름/무응답","충남"
"53366146","20240101","만족하는 편이다","가족과 단란한시간을 보냄","F","30대","700만원 이상","충남"
"53366184","20240101","보통이다","변화 없는 같은 일상이 가끔 지루하게 느껴지기도 한다.","F","30대","500~700만원 미만","서울"
"53366292","20240101","만족하는 편이다","배우자와 1박2일 유투브나 블로그 sns의 홍보가 활발하다","M","30대","300~500만원 미만","경북"
"53366331","20240101","보통이다","늘 하는 일 별다른것 없는 보통일 이기에","M","60대","300만원 미만","경기"
"53366480","20240101","보통이다","좋아하는 여행을 건강상 이유로 자주 못가서","F","60대","300~500만원 미만","경기"
"53366635","20240101","불만족하는 편이다","가족돌보기에 시간이 많이 소요되어 여가생활할 시간이 부족했다","F","60대","300~500만원 미만","울산"
"53366801","20240101","보통이다","여건을 고려하여 할 수 있는 만큼 하고 있다. 다만 가고싶은 모든 곳에 갈 수는 없으므로 아쉽다","F","30대","300~500만원 미만","서울"
"53366830","20240101","불만족하는 편이다","평일 시간 부족","F","50대","300~500만원 미만","부산"
"53366957","20240101","보통이다","그냥","M","50대","없음/모름/무응답","인천"
"53367065","20240101","매우 만족한다","건강이 허락하여서","F","60대","700만원 이상","서울"
"53367100","20240101","불만족하는 편이다","다른일로 시간부족","M","50대","700만원 이상","경기"
"53367249","20240101","보통이다","시간이 늘지도 줄어들지도 않고 평소와 비슷해서","M","50대","700만원 이상","서울"
"53367258","20240101","보통이다","크게 나쁘지 않으니...","F","60대","300~500만원 미만","서울"
"53367281","20240101","보통이다","물가가 너무 많이 올라서ㅜㅜ","F","30대","500~700만원 미만","충남"
"53367561","20240101","불만족하는 편이다","돈이 없다","F","50대","500~700만원 미만","경북"
"53367631","20240101","만족하는 편이다","시간적 여유가 있다.","M","60대","300~500만원 미만","경기"
"53367660","20240101","보통이다","원하면 할수 있다","F","50대","700만원 이상","경기"
"53367749","20240101","보통이다","큰 불만은 없기 때문에","F","30대","없음/모름/무응답","전남"
"53368306","20240101","만족하는 편이다","요즘은 숙박시설이 많이 좋아졌다","M","50대","300~500만원 미만","서울"
"53368440","20240101","만족하는 편이다","충분하게 행복하다고 느끼고 일단은 건강해서 그거하나만으로도 행복하다","F","50대","300~500만원 미만","전북"
"53368535","20240101","보통이다","예전만큼 여가시간이 없다","F","19~29세","300만원 미만","경기"
"53370145","20240101","매우 불만족한다","시간없음","M","30대","300~500만원 미만","서울"
"53370187","20240101","만족하는 편이다","시간이 여유있어서 만족","F","19~29세","700만원 이상","경북"
"53370384","20240101","만족하는 편이다","시간적 여유가 많다","F","50대","300~500만원 미만","충남"
"53370429","20240101","보통이다","아직 아기가 어려 개인 여가 시간이 부족해서","F","30대","700만원 이상","전남"
"53370921","20240101","만족하는 편이다","대체로 불만없이 비슷한빈도로 하고있다","F","40대","300~500만원 미만","강원"
"53371115","20240101","보통이다","평범한 일정","F","60대","700만원 이상","충남"
"53371186","20240101","보통이다","새로운 여가꺼리가 없음","M","40대","700만원 이상","경기"
"53371241","20240101","불만족하는 편이다","가정사정상","F","50대","없음/모름/무응답","제주"
"53371251","20240101","매우 만족한다","코로나에서 자유로워짐","F","30대","700만원 이상","서울"
"53371576","20240101","불만족하는 편이다","금전적 시간적여유가 매우 줄어듬","F","30대","300~500만원 미만","서울"
"53371613","20240101","보통이다","특별한이유없음","M","50대","300만원 미만","부산"
"53371850","20240101","보통이다","최근 1개월간 바빠서 여가생활을 잘 즐기지 못했다","F","30대","없음/모름/무응답","서울"
"53371875","20240101","불만족하는 편이다","시간부족","M","40대","300만원 미만","부산"
"53371968","20240101","보통이다","크게 좋지도 나쁘지도 변화가 없어서","F","40대","300~500만원 미만","인천"
"53372034","20240101","만족하는 편이다","특별한이유는없음 그냥 만족스러움","F","50대","300~500만원 미만","대전"
"53372041","20240101","불만족하는 편이다","코로나로 인하여","M","40대","300~500만원 미만","제주"
"53372213","20240101","매우 만족한다","아이들이 점차 성장하면서 함께 여행을 다닐수 있는 기회가 증가","M","30대","500~700만원 미만","서울"
"53372322","20240101","만족하는 편이다","하고 싶은걸 하니까","M","60대","700만원 이상","인천"
"53372652","20240101","보통이다","아이를 위한 활동이 많다보니 나를 위한 시간을 만들기 쉽지 않다","F","40대","500~700만원 미만","제주"
"53372899","20240101","만족하는 편이다","특별히 비용이 발생하는 활동을 하지 않아서","M","30대","700만원 이상","서울"
"53373138","20240101","보통이다","비용이 많이 들어서","M","50대","700만원 이상","강원"
"53373194","20240101","만족하는 편이다","주변환경에접근성양호","M","50대","300~500만원 미만","광주"
"53373412","20240101","보통이다","특별히 달라진 점이없음","M","60대","500~700만원 미만","대구"
"53373423","20240101","보통이다","바빠서","F","40대","300만원 미만","서울"
"53373440","20240101","만족하는 편이다","행복한 시간으로 여겨져서","F","30대","300만원 미만","서울"
"53373662","20240101","만족하는 편이다","만족하고 있기에...","F","40대","500~700만원 미만","전남"
"53373836","20240101","만족하는 편이다","시간적 여유","M","40대","300~500만원 미만","전남"
"53373941","20240101","만족하는 편이다","큰 불만이 없으면 만족하는 편이다","M","40대","300만원 미만","서울"
"53374030","20240101","보통이다","딱히 나쁘지않음","F","30대","700만원 이상","경기"
"53374031","20240101","만족하는 편이다","시간 경제적으로 가능한 환경임","F","40대","700만원 이상","경남"
"53374041","20240101","만족하는 편이다","건강하고 마음의여유가있고 가족 과 같이 즐기고...","M","60대","700만원 이상","서울"
"53374331","20240101","만족하는 편이다","시간만 있으면 할수있는 여가생활이라 만족.","M","50대","700만원 이상","경기"
"53374670","20240101","보통이다","월급빼고 다오름 투잡하면 시간없음","M","30대","300~500만원 미만","경기"
"53374827","20240101","만족하는 편이다","정서적 만족감","M","50대","700만원 이상","경기"
"53374831","20240101","불만족하는 편이다","경제적이유","M","50대","없음/모름/무응답","경기"
"53374888","20240101","만족하는 편이다","시간과 비용 모두 괜찮아서","M","40대","700만원 이상","경기"
"53374980","20240101","보통이다","날씨영향으로 밖을 나가지 않음","F","40대","700만원 이상","충남"
"53374996","20240101","보통이다","부족하지 않고 적당하다","F","30대","700만원 이상","경기"
"53375126","20240101","만족하는 편이다","가족여행을 해서 만족합니다","F","50대","300~500만원 미만","울산"
"53375189","20240101","보통이다","없음","M","30대","없음/모름/무응답","경기"
"53375520","20240101","보통이다","보통","M","40대","500~700만원 미만","서울"
"53375565","20240101","보통이다","전과 비슷","M","30대","300~500만원 미만","경남"
"53375591","20240101","만족하는 편이다","하고푼 대로 여가를 즐기고 있다","M","60대","300만원 미만","서울"
"53375691","20240101","만족하는 편이다","특별한 불만이 없습니다","F","60대","300~500만원 미만","경기"
"53375758","20240101","만족하는 편이다","아내와 같이하는건 모두 즐겁다","M","60대","300만원 미만","전남"
"53375958","20240101","보통이다","딱히 재미있지 않고 시간때우는것같다","M","30대","700만원 이상","경기"
"53376109","20240101","매우 불만족한다","경제적인 상황도 여유롭지 못하고 그러므로 인해 일하는 시간이 많다보니 여가를 보낼 시간이 부족하다","M","40대","300~500만원 미만","강원"
"53376122","20240101","만족하는 편이다","정년퇴직으로 시간이 많아짐","F","60대","500~700만원 미만","강원"
"53376282","20240101","보통이다","비슷한 시기에 비슷한경로로 여행을 다니기때문이다.","M","50대","500~700만원 미만","충북"
"53376301","20240101","매우 만족한다","없음","M","40대","300만원 미만","광주"
"53376321","20240101","불만족하는 편이다","경제적으로","F","30대","300만원 미만","경기"
"53376521","20240101","보통이다","생활의 변화로(파트타임) 여유적인 시간이 부족한 상태로 전환 되었기 때문에 ~~","F","50대","300~500만원 미만","경북"
"53376640","20240101","만족하는 편이다","하고 싶은 건 다 할 수 ?어서","F","19~29세","300만원 미만","경기"
"53376643","20240101","만족하는 편이다","원할때 할 수가 있가","M","40대","500~700만원 미만","충남"
"53376709","20240101","만족하는 편이다","무난함","M","30대","없음/모름/무응답","경기"
"53376750","20240101","만족하는 편이다","즐겁게 생활한다.","M","50대","300~500만원 미만","경기"
"53376754","20240101","만족하는 편이다","없음","M","50대","700만원 이상","부산"
"53377043","20240101","만족하는 편이다","원하는시간에 할수있어서","M","40대","300~500만원 미만","전북"
"53377126","20240101","보통이다","건강문제로 활동하기가 좀 힘들었음","F","60대","700만원 이상","경기"
"53377385","20240101","만족하는 편이다","저녁시간에 헬스 요가 댄스 등 다양한 운동을 할 수있어서 좋아요","F","50대","300만원 미만","대구"
"53377405","20240101","만족하는 편이다","자주할수있어서","M","30대","700만원 이상","서울"
"53377461","20240101","만족하는 편이다","여가 시간을 즐길 수 있는 시간적 여유가 상승함","F","19~29세","300만원 미만","경북"
"220015","20240108","매우 만족한다","재밋음","F","19~29세","300~500만원 미만","전남"
"335203","20240108","보통이다","여가를 즐길만한 상황이 아니다","F","19~29세","없음/모름/무응답","경남"
"381473","20240108","만족하는 편이다","적당한 비용과 시간이 허용 되어서.","M","60대","500~700만원 미만","경기"
"410595","20240108","보통이다","추워져서","F","60대","700만원 이상","서울"
"419675","20240108","만족하는 편이다","내가 원하는 곳으로 여행을 다녀와서","F","40대","500~700만원 미만","전남"
"427475","20240108","만족하는 편이다","시간 경제적 친구와 같이","F","60대","500~700만원 미만","경북"
"429782","20240108","보통이다","지방이라 시설이 없음","F","40대","없음/모름/무응답","전북"
"441078","20240108","보통이다","늘지도 줄지도 않음","F","50대","500~700만원 미만","경기"
"447315","20240108","보통이다","그저 그렇다","M","19~29세","없음/모름/무응답","부산"
"452901","20240108","불만족하는 편이다","물가 상승으로 인해 경제적 부담감 증가","F","30대","없음/모름/무응답","경기"
"463013","20240108","만족하는 편이다","제주도 가족여행 4박5일 다녀왔음","M","19~29세","300만원 미만","경기"
"467090","20240108","보통이다","특별한 만족감이나 불만이 없어서","M","40대","700만원 이상","충북"
"467988","20240108","보통이다","숙박시설비가 부담이 있고 음식비지출비가 물가상승으로 부담이 크다","F","50대","300~500만원 미만","경남"
"53322238","20240108","불만족하는 편이다","날씨가 않좋아서, 건강이 않좋아서 여가활동을 제대로 하지못함","M","60대","300~500만원 미만","서울"
"53322432","20240108","매우 불만족한다","경제적이유","F","50대","300만원 미만","전남"
"53322452","20240108","불만족하는 편이다","인프라부족 홍보부족","F","19~29세","없음/모름/무응답","광주"
"53322457","20240108","보통이다","특별히변한거없음","M","60대","없음/모름/무응답","대구"
"53322733","20240108","보통이다","없음","F","50대","300~500만원 미만","전북"
"53322749","20240108","불만족하는 편이다","일이 바빠서 시간이 안난다","M","40대","300~500만원 미만","경기"
"53322851","20240108","만족하는 편이다","지출이 늘었다","M","40대","700만원 이상","서울"
"53322868","20240108","보통이다","걍 하던건데 이유가 뭐가잇노","M","19~29세","없음/모름/무응답","제주"
"53322943","20240108","만족하는 편이다","하고싶은 여가는 대부분 한 것 같다","F","19~29세","300~500만원 미만","강원"
"53323114","20240108","만족하는 편이다","여가시간에 게임하는걸 와이프가 뭐라안했음","M","40대","300~500만원 미만","경기"
"53323309","20240108","만족하는 편이다","가성비 충족","M","60대","없음/모름/무응답","인천"
"53323331","20240108","보통이다","변화가 없어서","M","30대","없음/모름/무응답","서울"
"53323543","20240108","보통이다","항상 하던거라 큰 감흥이 없음","M","19~29세","700만원 이상","제주"
"53323602","20240108","보통이다","여가활동에대한 구체적계획은 없다 그때 그때 시간이 있을때 하고있다.","M","60대","300~500만원 미만","충북"
"53323604","20240108","보통이다","커다란 변화가 없어서","M","60대","300~500만원 미만","인천"
"53323796","20240108","만족하는 편이다","월요일에 크게 힘들지 않다","M","40대","500~700만원 미만","서울"
"53323973","20240108","보통이다","저렴하고 다양한 콘텐츠가 더 많았으면","F","60대","700만원 이상","강원"
"53324089","20240108","보통이다","여가생활 시간은 증가하였으나 지출이 부담스러워서","M","40대","300~500만원 미만","경남"
"53324122","20240108","만족하는 편이다","시간과 경제적인 여유가 있어서 대체로 만족하는 편입니다.","F","30대","300만원 미만","경북"
"53324391","20240108","보통이다","구체적 이유는 딱히 없음","F","19~29세","없음/모름/무응답","경북"
"53324428","20240108","보통이다","해보고 싶은것들을 시도할 수 있는 시간적 여유는 많아졌으나 경제적인 부담이 강해짐.","F","40대","700만원 이상","경기"
"53324729","20240108","만족하는 편이다","불편함 없이 즐겁다","M","30대","500~700만원 미만","경기"
"53325078","20240108","불만족하는 편이다","주야 교대근무 이직으로 인한 여가시간 급감소","F","19~29세","700만원 이상","경기"
"53325224","20240108","불만족하는 편이다","경제적 이유","M","19~29세","없음/모름/무응답","충남"
"53325235","20240108","만족하는 편이다","하고싶은 만큼 할수 있으니까.","M","60대","300만원 미만","세종"
"53325523","20240108","보통이다","아이방학으로 개인생활이 줄어들었음","F","40대","300~500만원 미만","경기"
"53325543","20240108","만족하는 편이다","지금 상황에서 최선을 다하고 있는중이라....","F","50대","700만원 이상","경기"
"53325651","20240108","매우 불만족한다","비싸","M","50대","300만원 미만","경기"
"53325791","20240108","만족하는 편이다","여가생활을 즐김","F","30대","700만원 이상","대구"
"53325817","20240108","보통이다","시간적 경제적고려할때 보통입니다","F","50대","500~700만원 미만","경기"
"53325912","20240108","보통이다","진짜보통임","M","30대","300만원 미만","강원"
"53326004","20240108","만족하는 편이다","쉬고 싶을때 좋아하는 것을 하며 쉴수 있는 여건이 된점","F","40대","300~500만원 미만","경북"
"53326113","20240108","보통이다","나름대로 만족 합니다","M","60대","500~700만원 미만","전남"
"53326175","20240108","보통이다","돈과 시간이 부족하다","F","50대","없음/모름/무응답","서울"
"53326376","20240108","보통이다","자영업이라 시간부족","M","40대","300~500만원 미만","전남"
"53326565","20240108","보통이다","그냥 보통임","M","40대","700만원 이상","서울"
"53326688","20240108","보통이다","보통정도임","F","60대","300~500만원 미만","부산"
"53326711","20240108","만족하는 편이다","거주지 주변 인프라가 점점 나아지고 있다","M","50대","300만원 미만","충북"
"53326716","20240108","보통이다","남들만큼 하고 있어서","M","30대","700만원 이상","충남"
"53326800","20240108","보통이다","특별히 좋거나 나쁜 점이 없다","F","30대","500~700만원 미만","경남"
"53326967","20240108","보통이다","딱히 달라진게 없기 때문...","M","30대","300~500만원 미만","인천"
"53327401","20240108","보통이다","평소와 비슷해서","M","40대","없음/모름/무응답","충남"
"53327495","20240108","보통이다","생활패턴이 비슷해서 달라진게 없다","M","30대","500~700만원 미만","서울"
"53327529","20240108","보통이다","주로 혼자서 생활을 하고 있어요 ㆍ","M","50대","300만원 미만","서울"
"53327638","20240108","만족하는 편이다","원하는 여가 활동을 원하는 기간에 할 수 있었음","F","40대","300~500만원 미만","경기"
"53327714","20240108","만족하는 편이다","마음의 여유가 있어서","F","60대","300~500만원 미만","대전"
"53327833","20240108","보통이다","일상적으로 하던거 한다는 생각","M","40대","700만원 이상","경기"
"53327888","20240108","만족하는 편이다","근린공원이 가까워 이용하기 편리해서.","M","60대","700만원 이상","서울"
"53327922","20240108","보통이다","시간의 부족","M","40대","700만원 이상","전남"
"53327969","20240108","보통이다","꾸준히 하는데 건강을 위해","M","60대","300~500만원 미만","인천"
"53328203","20240108","보통이다","달라진게 없다","M","40대","300~500만원 미만","대구"
"53328242","20240108","보통이다","경제적으로 어려워서","M","19~29세","300~500만원 미만","대전"
"53328354","20240108","만족하는 편이다","스트레스 없음","M","30대","700만원 이상","경기"
"53328533","20240108","보통이다","여가시간 만들기 힘들다","M","30대","500~700만원 미만","인천"
"53328583","20240108","보통이다","바빠서 지난해와 비슷하게 행 없음","M","60대","300만원 미만","충남"
"53328648","20240108","보통이다","특별한점 없음","M","50대","500~700만원 미만","경북"
"53328731","20240108","보통이다","경제적여건이 뒷받침 부족","F","50대","700만원 이상","대구"
"53329139","20240108","만족하는 편이다","자차 운전시 과속 단속하는 경찰이 길가에 없다.암행단속","M","50대","500~700만원 미만","인천"
"53329184","20240108","만족하는 편이다","삶의 질향상에 도움","F","19~29세","700만원 이상","서울"
"53329303","20240108","불만족하는 편이다","경제적으로 안됨","F","60대","300~500만원 미만","인천"
"53329305","20240108","만족하는 편이다","주변 인프라를 통해 충분히 즐기고 있다","M","50대","300~500만원 미만","서울"
"53329400","20240108","만족하는 편이다","행복함","F","19~29세","300~500만원 미만","경기"
"53329496","20240108","만족하는 편이다","경제적여유","M","50대","700만원 이상","충남"
"53329595","20240108","보통이다","새로운 변화가 없다","F","50대","300~500만원 미만","인천"
"53329614","20240108","보통이다","그냥그래요..","F","19~29세","500~700만원 미만","경기"
"53329805","20240108","보통이다","수입","M","40대","없음/모름/무응답","서울"
"53329824","20240108","보통이다","당뇨가있어서료","M","50대","300만원 미만","부산"
"53329925","20240108","보통이다","평소와 별 다를게 없이 여가생활함","F","40대","300~500만원 미만","경기"
"53330023","20240108","보통이다","크게 다를게 없다","M","30대","300~500만원 미만","인천"
"53330093","20240108","매우 만족한다","즐겁게 하고있으니 만족합니다","F","30대","500~700만원 미만","경기"
"53330240","20240108","만족하는 편이다","다양한 인프라가 갖춰있다. 수영 에어로빅 요가 필라테스 등","F","40대","300만원 미만","경기"
"53330322","20240108","만족하는 편이다","좋은 인프라와 가족이 있어서 만족","M","40대","300~500만원 미만","인천"
"53330420","20240108","보통이다","요새 뭘 하지도 않는 좋지도 나쁘지도 않은 상태라서","M","19~29세","300~500만원 미만","서울"
"53330601","20240108","보통이다","시간여유부족","M","60대","300~500만원 미만","충남"
"53330774","20240108","만족하는 편이다","시간 자금이 가능","M","40대","500~700만원 미만","부산"
"53330824","20240108","보통이다","항상비숫해서","F","60대","300~500만원 미만","인천"
"53331001","20240108","보통이다","내가 원할때마다 즐길수 없어서","F","50대","500~700만원 미만","경북"
"53331026","20240108","보통이다","나쁜것도아니고좋은것도아니라서","F","50대","300만원 미만","부산"
"53331074","20240108","보통이다","별다른 발전이 없다","M","40대","300~500만원 미만","인천"
"53331083","20240108","만족하는 편이다","마음적 신체적 편안한 건강함을 느낀다","M","60대","300~500만원 미만","인천"
"53331252","20240108","만족하는 편이다","시간.경제적인 여유와 같이하는 가족이 있어서","M","50대","없음/모름/무응답","서울"
"53331291","20240108","보통이다","크게 달라진것도 없고","F","50대","500~700만원 미만","부산"
"53331425","20240108","보통이다","전반적인 비용 부담 및 시간적 여유 부족","M","19~29세","없음/모름/무응답","대구"
"53331437","20240108","불만족하는 편이다","자영업시간부족","M","50대","500~700만원 미만","대전"
"53331490","20240108","보통이다","나쁘지도 좋지도 않음","M","30대","300만원 미만","경기"
"53331528","20240108","보통이다","결혼 준비로 조금 바빴음","F","19~29세","700만원 이상","서울"
"53331704","20240108","만족하는 편이다","행복하고 여유로움을 느껴서","F","40대","300~500만원 미만","충남"
"53331787","20240108","보통이다","특별한것이 없어서","M","40대","500~700만원 미만","광주"
"53331884","20240108","불만족하는 편이다","비용 부담 증가(물가 상승)","F","30대","300만원 미만","강원"
"53331936","20240108","보통이다","생활의 변화가 없었어요","F","60대","500~700만원 미만","강원"
"53332115","20240108","보통이다","심리적 불안","F","50대","300만원 미만","대전"
"53332222","20240108","보통이다","작년과 비슷한 생활","M","30대","300~500만원 미만","서울"
"53332295","20240108","만족하는 편이다","원하는 강좌 수강","F","60대","300만원 미만","부산"
"53332314","20240108","보통이다","시설부족","F","40대","700만원 이상","충남"
"53332352","20240108","만족하는 편이다","내가 하고자 하는것에 만족하기에","M","60대","700만원 이상","서울"
"53332414","20240108","만족하는 편이다","무직으로서 충분한 시간적 여유가 있었다","M","19~29세","700만원 이상","서울"
"53332495","20240108","매우 만족한다","여가생활에 필요한 시간과 경제력에 큰 어려움이 없으니 매우 만족하는 중임.","M","40대","700만원 이상","서울"
"53332541","20240108","만족하는 편이다","양호한편","M","30대","300~500만원 미만","경기"
"53332637","20240108","보통이다","시간적여유부족","M","50대","500~700만원 미만","서울"
"53332672","20240108","보통이다","여가시간이 비슷하였기에","M","50대","700만원 이상","경기"
"53332673","20240108","보통이다","별차이가 없어요","F","30대","없음/모름/무응답","강원"
"53332681","20240108","불만족하는 편이다","경제적 여건으로 집에서 가능한 여가생활 위주로만 하기때문에","F","40대","300~500만원 미만","경기"
"53332840","20240108","만족하는 편이다","건강에 비하여 만족","M","60대","300~500만원 미만","대구"
"53333065","20240108","보통이다","반복된일상","M","60대","700만원 이상","서울"
"53333166","20240108","보통이다","하고싶은것이 더 많은데 지방이라 시설이 갖추어져있지 않은 점과 비용의 과다로","F","40대","500~700만원 미만","경북"
"53333224","20240108","보통이다","하고싶을때 하고픈건 한다","F","40대","300~500만원 미만","충북"
"53333337","20240108","보통이다","여가 시간대비 잘 즐겨서","F","30대","300만원 미만","경기"
"53333420","20240108","보통이다","변한것이 없음","M","40대","500~700만원 미만","경기"
"53333436","20240108","만족하는 편이다","스트레스해소","F","60대","500~700만원 미만","경기"
"53333496","20240108","만족하는 편이다","재미있었고 유익했음","M","19~29세","300만원 미만","서울"
"53333946","20240108","만족하는 편이다","행복해용","M","19~29세","없음/모름/무응답","경북"
"53333951","20240108","보통이다","비슷해서","F","40대","500~700만원 미만","인천"
"53333960","20240108","보통이다","비슷해서 그렇습니다","M","30대","300~500만원 미만","전남"
