"구·군별","내외국인별","시점","세대수[세대]","인구[명]","남자인구[명]","여자인구[명]",
"남항동","총인구","2020.06 월","5485","11272","5758","5514",
"남항동","총인구","2020.07 월","5496","11265","5772","5493",
"남항동","총인구","2020.08 월","5516","11288","5791","5497",
"남항동","총인구","2020.09 월","5541","11320","5809","5511",
"남항동","총인구","2020.10 월","5575","11373","5832","5541",
"남항동","총인구","2020.11 월","5600","11398","5837","5561",
"남항동","총인구","2020.12 월","5625","11424","5841","5583",
"남항동","총인구","2021.01 월","5652","11446","5849","5597",
"남항동","총인구","2021.02 월","5678","11462","5853","5609",
"남항동","총인구","2021.03 월","5582","11359","5801","5558",
"남항동","총인구","2021.04 월","5640","11390","5815","5575",
"남항동","총인구","2021.05 월","5643","11290","5770","5520",
"남항동","총인구","2021.06 월","5647","11281","5773","5508",
"남항동","총인구","2021.07 월","5651","11259","5769","5490",
"남항동","총인구","2021.08 월","5660","11263","5772","5491",
"남항동","총인구","2021.09 월","5663","11270","5773","5497",
"남항동","총인구","2021.10 월","5684","11291","5783","5508",
"남항동","총인구","2021.11 월","5701","11293","5786","5507",
"남항동","총인구","2021.12 월","5706","11294","5790","5504",
"남항동","총인구","2022.01 월","5719","11307","5793","5514",
"남항동","총인구","2022.02 월","5730","11312","5808","5504",
"남항동","총인구","2022.03 월","5737","11300","5807","5493",
"남항동","총인구","2022.04 월","5749","11330","5828","5502",
"남항동","총인구","2022.05 월","5778","11323","5837","5486",
"남항동","총인구","2022.06 월","5774","11312","5833","5479",
"남항동","총인구","2022.07 월","5770","11284","5816","5468",
"남항동","총인구","2022.08 월","5778","11277","5818","5459",
"남항동","총인구","2022.09 월","5738","11223","5798","5425",
"남항동","총인구","2022.10 월","5719","11179","5773","5406",
"남항동","총인구","2022.11 월","5706","11149","5773","5376",
"남항동","총인구","2022.12 월","5697","11156","5768","5388",
"남항동","총인구","2023.01 월","5704","11171","5785","5386",
"남항동","총인구","2023.02 월","5696","11114","5754","5360",
"남항동","총인구","2023.03 월","5685","11096","5742","5354",
"남항동","총인구","2023.04 월","5677","11070","5722","5348",
"남항동","총인구","2023.05 월","5677","11030","5692","5338",
"남항동","총인구","2023.06 월","5660","11002","5677","5325",
"남항동","총인구","2023.07 월","5661","11007","5675","5332",
"남항동","총인구","2023.08 월","5655","10998","5674","5324",
"남항동","총인구","2023.09 월","5632","10942","5637","5305",
"남항동","총인구","2023.10 월","5630","10908","5618","5290",
"남항동","총인구","2023.11 월","5623","10886","5615","5271",
"남항동","총인구","2023.12 월","5636","10881","5608","5273",
"남항동","총인구","2024.01 월","5630","10840","5600","5240",
"남항동","총인구","2024.02 월","5627","10810","5585","5225",
"남항동","총인구","2024.03 월","5621","10788","5575","5213",
"남항동","총인구","2024.04 월","5623","10769","5565","5204",
"남항동","총인구","2024.05 월","5602","10741","5553","5188",
"남항동","총인구","2024.06 월","5585","10750","5551","5199",
"남항동","총인구","2024.07 월","5588","10738","5540","5198",
"남항동","총인구","2024.08 월","5577","10699","5526","5173",
"남항동","총인구","2024.09 월","5563","10657","5513","5144",
"남항동","총인구","2024.10 월","5533","10626","5494","5132",
"남항동","총인구","2024.11 월","5526","10594","5475","5119",
"남항동","총인구","2024.12 월","5521","10564","5448","5116",
"영선1동","총인구","2020.01 월","1876","4295","2109","2186",
"영선1동","총인구","2020.02 월","1890","4305","2111","2194",
"영선1동","총인구","2020.03 월","1881","4290","2107","2183",
"영선1동","총인구","2020.04 월","1882","4272","2091","2181",
"영선1동","총인구","2020.05 월","1899","4280","2099","2181",
"영선1동","총인구","2020.06 월","1911","4272","2095","2177",
"영선1동","총인구","2020.07 월","1911","4261","2093","2168",
"영선1동","총인구","2020.08 월","1909","4256","2098","2158",
"영선1동","총인구","2020.09 월","1926","4280","2110","2170",
"영선1동","총인구","2020.10 월","1926","4268","2100","2168",
"영선1동","총인구","2020.11 월","1927","4256","2092","2164",
"영선1동","총인구","2020.12 월","1937","4263","2092","2171",
"영선1동","총인구","2021.01 월","1949","4273","2092","2181",
"영선1동","총인구","2021.02 월","1960","4262","2088","2174",
"영선1동","총인구","2021.03 월","1910","4185","2046","2139",
"영선1동","총인구","2021.04 월","1902","4170","2037","2133",
"영선1동","총인구","2021.05 월","1894","4125","2015","2110",
"영선1동","총인구","2021.06 월","1885","4071","1984","2087",
"영선1동","총인구","2021.07 월","1898","4084","1993","2091",
"영선1동","총인구","2021.08 월","1895","4067","1976","2091",
"영선1동","총인구","2021.09 월","1901","4068","1974","2094",
"영선1동","총인구","2021.10 월","1898","4071","1978","2093",
"영선1동","총인구","2021.11 월","1909","4071","1987","2084",
"영선1동","총인구","2021.12 월","1916","4084","1991","2093",
"영선1동","총인구","2022.01 월","1916","4078","1994","2084",
"영선1동","총인구","2022.02 월","1917","4064","1983","2081",
"영선1동","총인구","2022.03 월","1917","4058","1980","2078",
"영선1동","총인구","2022.04 월","1912","4033","1965","2068",
"영선1동","총인구","2022.05 월","1916","4034","1965","2069",
"영선1동","총인구","2022.06 월","1906","4007","1951","2056",
"영선1동","총인구","2022.07 월","1906","4005","1952","2053",
"영선1동","총인구","2022.08 월","1896","3986","1943","2043",
"영선1동","총인구","2022.09 월","1885","3958","1927","2031",
"영선1동","총인구","2022.10 월","1881","3955","1925","2030",
"영선1동","총인구","2022.11 월","1882","3951","1920","2031",
"영선1동","총인구","2022.12 월","1884","3967","1933","2034",
"영선1동","총인구","2023.01 월","1885","3944","1923","2021",
"영선1동","총인구","2023.02 월","1887","3938","1918","2020",
"영선1동","총인구","2023.03 월","1889","3917","1904","2013",
"영선1동","총인구","2023.04 월","1887","3913","1902","2011",
"영선1동","총인구","2023.05 월","1893","3933","1914","2019",
"영선1동","총인구","2023.06 월","1886","3916","1909","2007",
"영선1동","총인구","2023.07 월","1872","3889","1886","2003",
"영선1동","총인구","2023.08 월","1867","3856","1876","1980",
"영선1동","총인구","2023.09 월","1855","3836","1860","1976",
"영선1동","총인구","2023.10 월","1843","3818","1847","1971",
"영선1동","총인구","2023.11 월","1845","3823","1858","1965",
"영선1동","총인구","2023.12 월","1835","3809","1859","1950",
"영선1동","총인구","2024.01 월","1835","3807","1855","1952",
"영선1동","총인구","2024.02 월","1840","3809","1852","1957",
"영선1동","총인구","2024.03 월","1832","3782","1841","1941",
"영선1동","총인구","2024.04 월","1821","3770","1824","1946",
"영선1동","총인구","2024.05 월","1829","3767","1824","1943",
"영선1동","총인구","2024.06 월","1829","3779","1838","1941",
"영선1동","총인구","2024.07 월","1824","3764","1827","1937",
"영선1동","총인구","2024.08 월","1825","3755","1821","1934",
"영선1동","총인구","2024.09 월","1824","3745","1818","1927",
"영선1동","총인구","2024.10 월","1819","3730","1818","1912",
"영선1동","총인구","2024.11 월","1821","3737","1823","1914",
"영선1동","총인구","2024.12 월","1822","3743","1820","1923",
"영선2동","총인구","2020.01 월","4043","9216","4520","4696",
"영선2동","총인구","2020.02 월","4047","9200","4501","4699",
"영선2동","총인구","2020.03 월","4040","9153","4472","4681",
"영선2동","총인구","2020.04 월","4034","9135","4460","4675",
"영선2동","총인구","2020.05 월","4035","9142","4464","4678",
"영선2동","총인구","2020.06 월","4034","9129","4446","4683",
"영선2동","총인구","2020.07 월","4044","9117","4442","4675",
"영선2동","총인구","2020.08 월","4038","9083","4425","4658",
"영선2동","총인구","2020.09 월","4037","9050","4406","4644",
"영선2동","총인구","2020.10 월","4023","8996","4378","4618",
"영선2동","총인구","2020.11 월","4027","8960","4360","4600",
"영선2동","총인구","2020.12 월","4011","8897","4328","4569",
"영선2동","총인구","2021.01 월","4001","8863","4302","4561",
"영선2동","총인구","2021.02 월","4008","8856","4304","4552",
"영선2동","총인구","2021.03 월","3907","8719","4237","4482",
"영선2동","총인구","2021.04 월","3919","8708","4232","4476",
"영선2동","총인구","2021.05 월","3907","8613","4185","4428",
"영선2동","총인구","2021.06 월","3900","8570","4175","4395",
"영선2동","총인구","2021.07 월","3895","8544","4157","4387",
"영선2동","총인구","2021.08 월","3880","8512","4135","4377",
"영선2동","총인구","2021.09 월","3879","8497","4133","4364",
"영선2동","총인구","2021.10 월","3863","8454","4104","4350",
"영선2동","총인구","2021.11 월","3859","8436","4099","4337",
"영선2동","총인구","2021.12 월","3848","8401","4083","4318",
"영선2동","총인구","2022.01 월","3835","8376","4075","4301",
"영선2동","총인구","2022.02 월","3827","8332","4059","4273",
"영선2동","총인구","2022.03 월","3820","8285","4039","4246",
"영선2동","총인구","2022.04 월","3808","8237","4012","4225",
"영선2동","총인구","2022.05 월","3800","8210","4003","4207",
"영선2동","총인구","2022.06 월","3784","8189","3991","4198",
"영선2동","총인구","2022.07 월","3787","8184","3993","4191",
"영선2동","총인구","2022.08 월","3746","8098","3955","4143",
"영선2동","총인구","2022.09 월","3740","8062","3938","4124",
"영선2동","총인구","2022.10 월","3736","8034","3915","4119",
"영선2동","총인구","2022.11 월","3713","7993","3897","4096",
"영선2동","총인구","2022.12 월","3713","7964","3890","4074",
"영선2동","총인구","2023.01 월","3706","7947","3874","4073",
"영선2동","총인구","2023.02 월","3695","7935","3864","4071",
"영선2동","총인구","2023.03 월","3687","7912","3852","4060",
"영선2동","총인구","2023.04 월","3671","7885","3840","4045",
"영선2동","총인구","2023.05 월","3657","7852","3821","4031",
"영선2동","총인구","2023.06 월","3657","7844","3816","4028",
"영선2동","총인구","2023.07 월","3644","7817","3808","4009",
"영선2동","총인구","2023.08 월","3636","7778","3792","3986",
"영선2동","총인구","2023.09 월","3626","7758","3774","3984",
"영선2동","총인구","2023.10 월","3605","7703","3751","3952",
"영선2동","총인구","2023.11 월","3600","7677","3732","3945",
"영선2동","총인구","2023.12 월","3589","7635","3709","3926",
"영선2동","총인구","2024.01 월","3592","7642","3712","3930",
"영선2동","총인구","2024.02 월","3575","7581","3691","3890",
"영선2동","총인구","2024.03 월","3583","7587","3697","3890",
"영선2동","총인구","2024.04 월","3573","7548","3671","3877",
"영선2동","총인구","2024.05 월","3574","7541","3673","3868",
"영선2동","총인구","2024.06 월","3553","7490","3646","3844",
"영선2동","총인구","2024.07 월","3540","7469","3631","3838",
"영선2동","총인구","2024.08 월","3524","7426","3607","3819",
"영선2동","총인구","2024.09 월","3513","7408","3601","3807",
"영선2동","총인구","2024.10 월","3503","7386","3590","3796",
"영선2동","총인구","2024.11 월","3492","7367","3574","3793",
"영선2동","총인구","2024.12 월","3494","7349","3558","3791",
"신선동","총인구","2020.01 월","5026","9606","4823","4783",
"신선동","총인구","2020.02 월","5014","9558","4796","4762",
"신선동","총인구","2020.03 월","5014","9532","4770","4762",
"신선동","총인구","2020.04 월","5007","9518","4758","4760",
"신선동","총인구","2020.05 월","5007","9478","4744","4734",
"신선동","총인구","2020.06 월","4987","9434","4717","4717",
"신선동","총인구","2020.07 월","4975","9378","4697","4681",
"신선동","총인구","2020.08 월","4972","9341","4681","4660",
"신선동","총인구","2020.09 월","4973","9312","4672","4640",
"신선동","총인구","2020.10 월","4958","9257","4641","4616",
"신선동","총인구","2020.11 월","4943","9197","4611","4586",
"신선동","총인구","2020.12 월","4930","9135","4576","4559",
"신선동","총인구","2021.01 월","4921","9100","4557","4543",
"신선동","총인구","2021.02 월","4916","9063","4537","4526",
"신선동","총인구","2021.03 월","4738","8823","4433","4390",
"신선동","총인구","2021.04 월","4732","8768","4406","4362",
"신선동","총인구","2021.05 월","4701","8697","4365","4332",
"신선동","총인구","2021.06 월","4688","8637","4337","4300",
"신선동","총인구","2021.07 월","4663","8563","4305","4258",
"신선동","총인구","2021.08 월","4649","8527","4283","4244",
"신선동","총인구","2021.09 월","4628","8486","4256","4230",
"신선동","총인구","2021.10 월","4629","8455","4246","4209",
"신선동","총인구","2021.11 월","4624","8427","4230","4197",
"신선동","총인구","2021.12 월","4605","8368","4203","4165",
"신선동","총인구","2022.01 월","4589","8326","4181","4145",
"신선동","총인구","2022.02 월","4566","8258","4146","4112",
"신선동","총인구","2022.03 월","4558","8229","4129","4100",
"신선동","총인구","2022.04 월","4549","8199","4105","4094",
"신선동","총인구","2022.05 월","4552","8172","4100","4072",
"신선동","총인구","2022.06 월","4533","8130","4075","4055",
"신선동","총인구","2022.07 월","4534","8101","4061","4040",
"신선동","총인구","2022.08 월","4512","8050","4040","4010",
"신선동","총인구","2022.09 월","4479","7999","4012","3987",
"신선동","총인구","2022.10 월","4474","7958","3988","3970",
"신선동","총인구","2022.11 월","4449","7907","3954","3953",
"신선동","총인구","2022.12 월","4430","7863","3928","3935",
"신선동","총인구","2023.01 월","4420","7838","3920","3918",
"신선동","총인구","2023.02 월","4412","7809","3904","3905",
"신선동","총인구","2023.03 월","4402","7776","3878","3898",
"신선동","총인구","2023.04 월","4376","7720","3854","3866",
"신선동","총인구","2023.05 월","4353","7680","3828","3852",
"신선동","총인구","2023.06 월","4340","7643","3808","3835",
"신선동","총인구","2023.07 월","4325","7603","3786","3817",
"신선동","총인구","2023.08 월","4317","7567","3767","3800",
"신선동","총인구","2023.09 월","4312","7537","3755","3782",
"신선동","총인구","2023.10 월","4294","7499","3733","3766",
"신선동","총인구","2023.11 월","4266","7462","3717","3745",
"신선동","총인구","2023.12 월","4248","7420","3694","3726",
"신선동","총인구","2024.01 월","4231","7379","3667","3712",
"신선동","총인구","2024.02 월","4211","7333","3643","3690",
"신선동","총인구","2024.03 월","4211","7305","3626","3679",
"신선동","총인구","2024.04 월","4196","7269","3607","3662",
"신선동","총인구","2024.05 월","4194","7251","3597","3654",
"신선동","총인구","2024.06 월","4185","7216","3580","3636",
"신선동","총인구","2024.07 월","4169","7161","3562","3599",
"신선동","총인구","2024.08 월","4164","7140","3550","3590",
"신선동","총인구","2024.09 월","4140","7099","3528","3571",
"신선동","총인구","2024.10 월","4119","7043","3494","3549",
"신선동","총인구","2024.11 월","4094","6992","3468","3524",
"신선동","총인구","2024.12 월","4067","6929","3431","3498",
"봉래1동","총인구","2020.01 월","3527","7559","3745","3814",
"봉래1동","총인구","2020.02 월","3524","7535","3734","3801",
"봉래1동","총인구","2020.03 월","3522","7506","3726","3780",
"봉래1동","총인구","2020.04 월","3523","7511","3727","3784",
"봉래1동","총인구","2020.05 월","3532","7493","3707","3786",
"봉래1동","총인구","2020.06 월","3531","7493","3702","3791",
"봉래1동","총인구","2020.07 월","3542","7510","3707","3803",
"봉래1동","총인구","2020.08 월","3538","7496","3696","3800",
"봉래1동","총인구","2020.09 월","3538","7462","3684","3778",
"봉래1동","총인구","2020.10 월","3545","7454","3683","3771",
"봉래1동","총인구","2020.11 월","3533","7423","3672","3751",
"봉래1동","총인구","2020.12 월","3527","7401","3664","3737",
"봉래1동","총인구","2021.01 월","3518","7376","3649","3727",
"봉래1동","총인구","2021.02 월","3510","7348","3638","3710",
"봉래1동","총인구","2021.03 월","3412","7221","3579","3642",
"봉래1동","총인구","2021.04 월","3415","7207","3568","3639",
"봉래1동","총인구","2021.05 월","3378","7047","3492","3555",
"봉래1동","총인구","2021.06 월","3366","6984","3461","3523",
"봉래1동","총인구","2021.07 월","3365","6964","3452","3512",
"봉래1동","총인구","2021.08 월","3369","6958","3461","3497",
"봉래1동","총인구","2021.09 월","3370","6918","3440","3478",
"봉래1동","총인구","2021.10 월","3351","6889","3427","3462",
"봉래1동","총인구","2021.11 월","3348","6871","3413","3458",
"봉래1동","총인구","2021.12 월","3337","6856","3413","3443",
"봉래1동","총인구","2022.01 월","3341","6853","3414","3439",
"봉래1동","총인구","2022.02 월","3338","6830","3409","3421",
"봉래1동","총인구","2022.03 월","3342","6817","3409","3408",
"봉래1동","총인구","2022.04 월","3333","6791","3399","3392",
"봉래1동","총인구","2022.05 월","3326","6764","3383","3381",
"봉래1동","총인구","2022.06 월","3325","6740","3376","3364",
"봉래1동","총인구","2022.07 월","3314","6716","3360","3356",
"봉래1동","총인구","2022.08 월","3305","6680","3347","3333",
"봉래1동","총인구","2022.09 월","3291","6659","3328","3331",
"봉래1동","총인구","2022.10 월","3290","6662","3334","3328",
"봉래1동","총인구","2022.11 월","3288","6659","3334","3325",
"봉래1동","총인구","2022.12 월","3286","6654","3331","3323",
"봉래1동","총인구","2023.01 월","3288","6644","3318","3326",
"봉래1동","총인구","2023.02 월","3287","6611","3307","3304",
"봉래1동","총인구","2023.03 월","3280","6579","3292","3287",
"봉래1동","총인구","2023.04 월","3265","6542","3273","3269",
"봉래1동","총인구","2023.05 월","3268","6533","3268","3265",
"봉래1동","총인구","2023.06 월","3277","6568","3284","3284",
"봉래1동","총인구","2023.07 월","3270","6530","3260","3270",
"봉래1동","총인구","2023.08 월","3259","6515","3251","3264",
"봉래1동","총인구","2023.09 월","3249","6492","3242","3250",
"봉래1동","총인구","2023.10 월","3235","6468","3238","3230",
"봉래1동","총인구","2023.11 월","3223","6438","3223","3215",
"봉래1동","총인구","2023.12 월","3221","6433","3224","3209",
"봉래1동","총인구","2024.01 월","3217","6433","3217","3216",
"봉래1동","총인구","2024.02 월","3214","6440","3226","3214",
"봉래1동","총인구","2024.03 월","3213","6424","3215","3209",
"봉래1동","총인구","2024.04 월","3207","6425","3222","3203",
"봉래1동","총인구","2024.05 월","3195","6412","3218","3194",
"봉래1동","총인구","2024.06 월","3197","6423","3225","3198",
"봉래1동","총인구","2024.07 월","3190","6400","3216","3184",
"봉래1동","총인구","2024.08 월","3198","6406","3221","3185",
"봉래1동","총인구","2024.09 월","3194","6394","3207","3187",
"봉래1동","총인구","2024.10 월","3189","6370","3189","3181",
"봉래1동","총인구","2024.11 월","3190","6367","3195","3172",
"봉래1동","총인구","2024.12 월","3183","6342","3180","3162",
"봉래2동","총인구","2020.01 월","2738","5502","2750","2752",
"봉래2동","총인구","2020.02 월","2747","5508","2743","2765",
"봉래2동","총인구","2020.03 월","2734","5473","2726","2747",
"봉래2동","총인구","2020.04 월","2728","5447","2718","2729",
"봉래2동","총인구","2020.05 월","2717","5412","2698","2714",
"봉래2동","총인구","2020.06 월","2712","5381","2676","2705",
"봉래2동","총인구","2020.07 월","2709","5378","2675","2703",
"봉래2동","총인구","2020.08 월","2712","5356","2662","2694",
"봉래2동","총인구","2020.09 월","2714","5329","2646","2683",
"봉래2동","총인구","2020.10 월","2704","5308","2635","2673",
"봉래2동","총인구","2020.11 월","2695","5289","2619","2670",
"봉래2동","총인구","2020.12 월","2703","5269","2606","2663",
"봉래2동","총인구","2021.01 월","2692","5232","2592","2640",
"봉래2동","총인구","2021.02 월","2697","5221","2586","2635",
"봉래2동","총인구","2021.03 월","2616","5123","2532","2591",
"봉래2동","총인구","2021.04 월","2651","5208","2574","2634",
"봉래2동","총인구","2021.05 월","3141","6588","3216","3372",
"봉래2동","총인구","2021.06 월","3429","7347","3581","3766",
"봉래2동","총인구","2021.07 월","3551","7644","3722","3922",
"봉래2동","총인구","2021.08 월","3596","7730","3758","3972",
"봉래2동","총인구","2021.09 월","3637","7811","3795","4016",
"봉래2동","총인구","2021.10 월","3677","7902","3844","4058",
"봉래2동","총인구","2021.11 월","3702","7935","3863","4072",
"봉래2동","총인구","2021.12 월","3711","7950","3867","4083",
"봉래2동","총인구","2022.01 월","3711","7945","3867","4078",
"봉래2동","총인구","2022.02 월","3700","7926","3856","4070",
"봉래2동","총인구","2022.03 월","3699","7919","3847","4072",
"봉래2동","총인구","2022.04 월","3703","7928","3853","4075",
"봉래2동","총인구","2022.05 월","3703","7888","3835","4053",
"봉래2동","총인구","2022.06 월","3686","7857","3823","4034",
"봉래2동","총인구","2022.07 월","3683","7838","3816","4022",
"봉래2동","총인구","2022.08 월","3666","7805","3800","4005",
"봉래2동","총인구","2022.09 월","3645","7785","3783","4002",
"봉래2동","총인구","2022.10 월","3634","7756","3772","3984",
"봉래2동","총인구","2022.11 월","3617","7707","3744","3963",
"봉래2동","총인구","2022.12 월","3600","7660","3729","3931",
"봉래2동","총인구","2023.01 월","3594","7649","3723","3926",
"봉래2동","총인구","2023.02 월","3584","7618","3706","3912",
"봉래2동","총인구","2023.03 월","3591","7629","3710","3919",
"봉래2동","총인구","2023.04 월","3594","7625","3707","3918",
"봉래2동","총인구","2023.05 월","3584","7597","3691","3906",
"봉래2동","총인구","2023.06 월","3574","7582","3678","3904",
"봉래2동","총인구","2023.07 월","3564","7550","3665","3885",
"봉래2동","총인구","2023.08 월","3547","7466","3628","3838",
"봉래2동","총인구","2023.09 월","3532","7429","3605","3824",
"봉래2동","총인구","2023.10 월","3533","7435","3610","3825",
"봉래2동","총인구","2023.11 월","3535","7438","3618","3820",
"봉래2동","총인구","2023.12 월","3525","7427","3613","3814",
"봉래2동","총인구","2024.01 월","3526","7424","3618","3806",
"봉래2동","총인구","2024.02 월","3517","7409","3612","3797",
"봉래2동","총인구","2024.03 월","3507","7380","3596","3784",
"봉래2동","총인구","2024.04 월","3504","7360","3585","3775",
"봉래2동","총인구","2024.05 월","3497","7357","3580","3777",
"봉래2동","총인구","2024.06 월","3477","7318","3560","3758",
"봉래2동","총인구","2024.07 월","3473","7297","3543","3754",
"봉래2동","총인구","2024.08 월","3468","7284","3540","3744",
"봉래2동","총인구","2024.09 월","3457","7255","3524","3731",
"봉래2동","총인구","2024.10 월","3459","7237","3518","3719",
"봉래2동","총인구","2024.11 월","3462","7230","3511","3719",
"봉래2동","총인구","2024.12 월","3452","7221","3506","3715",
"청학1동","총인구","2020.01 월","3339","7141","3510","3631",
"청학1동","총인구","2020.02 월","3319","7097","3487","3610",
"청학1동","총인구","2020.03 월","3305","7050","3452","3598",
"청학1동","총인구","2020.04 월","3292","7018","3435","3583",
"청학1동","총인구","2020.05 월","3290","6982","3414","3568",
"청학1동","총인구","2020.06 월","3287","6962","3401","3561",
"청학1동","총인구","2020.07 월","3290","6927","3391","3536",
"청학1동","총인구","2020.08 월","3274","6898","3370","3528",
"청학1동","총인구","2020.09 월","3263","6856","3348","3508",
"청학1동","총인구","2020.10 월","3260","6808","3319","3489",
"청학1동","총인구","2020.11 월","3254","6783","3308","3475",
"청학1동","총인구","2020.12 월","3263","6779","3305","3474",
"청학1동","총인구","2021.01 월","3258","6762","3302","3460",
"청학1동","총인구","2021.02 월","3248","6734","3290","3444",
"청학1동","총인구","2021.03 월","3106","6549","3223","3326",
"청학1동","총인구","2021.04 월","3119","6539","3224","3315",
"청학1동","총인구","2021.05 월","3093","6443","3176","3267",
"청학1동","총인구","2021.06 월","3081","6391","3145","3246",
"청학1동","총인구","2021.07 월","3052","6311","3109","3202",
"청학1동","총인구","2021.08 월","3046","6299","3103","3196",
"청학1동","총인구","2021.09 월","3039","6268","3086","3182",
"청학1동","총인구","2021.10 월","3031","6244","3073","3171",
"청학1동","총인구","2021.11 월","3019","6215","3056","3159",
"청학1동","총인구","2021.12 월","3014","6187","3043","3144",
"청학1동","총인구","2022.01 월","3009","6174","3039","3135",
"청학1동","총인구","2022.02 월","2995","6134","3010","3124",
"청학1동","총인구","2022.03 월","2995","6098","2996","3102",
"청학1동","총인구","2022.04 월","2994","6096","2994","3102",
"청학1동","총인구","2022.05 월","2981","6061","2978","3083",
"청학1동","총인구","2022.06 월","2975","6028","2969","3059",
"청학1동","총인구","2022.07 월","2964","6009","2957","3052",
"청학1동","총인구","2022.08 월","2935","5963","2928","3035",
"청학1동","총인구","2022.09 월","2929","5938","2918","3020",
"청학1동","총인구","2022.10 월","2912","5904","2899","3005",
"청학1동","총인구","2022.11 월","2904","5883","2898","2985",
"청학1동","총인구","2022.12 월","2897","5859","2877","2982",
"청학1동","총인구","2023.01 월","2892","5821","2853","2968",
"청학1동","총인구","2023.02 월","2881","5798","2845","2953",
"청학1동","총인구","2023.03 월","2879","5792","2839","2953",
"청학1동","총인구","2023.04 월","2872","5774","2829","2945",
"청학1동","총인구","2023.05 월","2871","5760","2826","2934",
"청학1동","총인구","2023.06 월","2865","5750","2826","2924",
"청학1동","총인구","2023.07 월","2855","5718","2807","2911",
"청학1동","총인구","2023.08 월","2849","5686","2793","2893",
"청학1동","총인구","2023.09 월","2842","5659","2775","2884",
"청학1동","총인구","2023.10 월","2826","5631","2760","2871",
"청학1동","총인구","2023.11 월","2809","5595","2742","2853",
"청학1동","총인구","2023.12 월","2796","5559","2720","2839",
"청학1동","총인구","2024.01 월","2787","5541","2709","2832",
"청학1동","총인구","2024.02 월","2778","5523","2699","2824",
"청학1동","총인구","2024.03 월","2755","5485","2680","2805",
"청학1동","총인구","2024.04 월","2759","5487","2688","2799",
"청학1동","총인구","2024.05 월","2742","5461","2670","2791",
"청학1동","총인구","2024.06 월","2741","5452","2670","2782",
"청학1동","총인구","2024.07 월","2741","5447","2672","2775",
"청학1동","총인구","2024.08 월","2740","5452","2679","2773",
"청학1동","총인구","2024.09 월","2720","5421","2665","2756",
"청학1동","총인구","2024.10 월","2708","5396","2652","2744",
"청학1동","총인구","2024.11 월","2691","5367","2626","2741",
"청학1동","총인구","2024.12 월","2687","5370","2628","2742",
"청학2동","총인구","2020.01 월","8032","19103","9464","9639",
"청학2동","총인구","2020.02 월","8024","19021","9431","9590",
"청학2동","총인구","2020.03 월","8026","18964","9416","9548",
"청학2동","총인구","2020.04 월","8031","18954","9412","9542",
"청학2동","총인구","2020.05 월","8029","18894","9382","9512",
"청학2동","총인구","2020.06 월","8028","18847","9357","9490",
"청학2동","총인구","2020.07 월","8031","18811","9332","9479",
"청학2동","총인구","2020.08 월","8028","18740","9301","9439",
"청학2동","총인구","2020.09 월","8034","18706","9285","9421",
"청학2동","총인구","2020.10 월","8039","18679","9275","9404",
"청학2동","총인구","2020.11 월","8033","18626","9253","9373",
"청학2동","총인구","2020.12 월","8035","18580","9241","9339",
"청학2동","총인구","2021.01 월","8031","18527","9231","9296",
"청학2동","총인구","2021.02 월","8040","18513","9216","9297",
"청학2동","총인구","2021.03 월","7956","18364","9148","9216",
"청학2동","총인구","2021.04 월","7954","18340","9142","9198",
"청학2동","총인구","2021.05 월","7905","18116","9020","9096",
"청학2동","총인구","2021.06 월","7899","18065","8999","9066",
"청학2동","총인구","2021.07 월","7879","17955","8925","9030",
"청학2동","총인구","2021.08 월","7897","17942","8908","9034",
"청학2동","총인구","2021.09 월","7906","17906","8890","9016",
"청학2동","총인구","2021.10 월","7901","17880","8861","9019",
"청학2동","총인구","2021.11 월","7894","17825","8828","8997",
"청학2동","총인구","2021.12 월","7886","17797","8800","8997",
"청학2동","총인구","2022.01 월","7885","17771","8780","8991",
"청학2동","총인구","2022.02 월","7868","17671","8737","8934",
"청학2동","총인구","2022.03 월","7842","17578","8691","8887",
"청학2동","총인구","2022.04 월","7835","17512","8659","8853",
"청학2동","총인구","2022.05 월","7837","17461","8624","8837",
"청학2동","총인구","2022.06 월","7874","17456","8635","8821",
"청학2동","총인구","2022.07 월","7898","17505","8657","8848",
"청학2동","총인구","2022.08 월","7938","17543","8677","8866",
"청학2동","총인구","2022.09 월","7916","17472","8623","8849",
"청학2동","총인구","2022.10 월","7946","17501","8628","8873",
"청학2동","총인구","2022.11 월","7944","17503","8633","8870",
"청학2동","총인구","2022.12 월","7952","17500","8628","8872",
"청학2동","총인구","2023.01 월","7955","17492","8623","8869",
"청학2동","총인구","2023.02 월","7961","17467","8610","8857",
"청학2동","총인구","2023.03 월","7963","17450","8592","8858",
"청학2동","총인구","2023.04 월","7958","17440","8591","8849",
"청학2동","총인구","2023.05 월","7948","17400","8567","8833",
"청학2동","총인구","2023.06 월","7936","17361","8548","8813",
"청학2동","총인구","2023.07 월","7901","17266","8507","8759",
"청학2동","총인구","2023.08 월","7875","17177","8460","8717",
"청학2동","총인구","2023.09 월","7867","17119","8432","8687",
"청학2동","총인구","2023.10 월","7853","17064","8406","8658",
"청학2동","총인구","2023.11 월","7834","17016","8383","8633",
"청학2동","총인구","2023.12 월","7830","16967","8361","8606",
"청학2동","총인구","2024.01 월","7799","16890","8327","8563",
