"구·군별","내외국인별","시점","세대수[세대]","인구[명]","남자인구[명]","여자인구[명]",
"재송2동","총인구","2022.04 월","11410","24530","11945","12585",
"재송2동","총인구","2022.05 월","11407","24422","11879","12543",
"재송2동","총인구","2022.06 월","11383","24317","11820","12497",
"재송2동","총인구","2022.07 월","11377","24257","11790","12467",
"재송2동","총인구","2022.08 월","11357","24185","11754","12431",
"재송2동","총인구","2022.09 월","11252","23980","11662","12318",
"재송2동","총인구","2022.10 월","11204","23850","11579","12271",
"재송2동","총인구","2022.11 월","11092","23650","11474","12176",
"재송2동","총인구","2022.12 월","11033","23536","11416","12120",
"재송2동","총인구","2023.01 월","11010","23464","11372","12092",
"재송2동","총인구","2023.02 월","11047","23458","11353","12105",
"재송2동","총인구","2023.03 월","11067","23450","11348","12102",
"재송2동","총인구","2023.04 월","11076","23444","11340","12104",
"재송2동","총인구","2023.05 월","11079","23409","11318","12091",
"재송2동","총인구","2023.06 월","11084","23345","11278","12067",
"재송2동","총인구","2023.07 월","11076","23287","11261","12026",
"재송2동","총인구","2023.08 월","11058","23217","11217","12000",
"재송2동","총인구","2023.09 월","11041","23149","11192","11957",
"재송2동","총인구","2023.10 월","11013","23059","11153","11906",
"재송2동","총인구","2023.11 월","10989","23000","11141","11859",
"재송2동","총인구","2023.12 월","10990","22971","11122","11849",
"재송2동","총인구","2024.01 월","10979","22911","11087","11824",
"재송2동","총인구","2024.02 월","10977","22830","11048","11782",
"재송2동","총인구","2024.03 월","10967","22783","11023","11760",
"재송2동","총인구","2024.04 월","10971","22741","10991","11750",
"재송2동","총인구","2024.05 월","10947","22658","10953","11705",
"재송2동","총인구","2024.06 월","10919","22579","10917","11662",
"재송2동","총인구","2024.07 월","10916","22517","10878","11639",
"재송2동","총인구","2024.08 월","10880","22401","10818","11583",
"재송2동","총인구","2024.09 월","10850","22324","10797","11527",
"재송2동","총인구","2024.10 월","10810","22201","10764","11437",
"재송2동","총인구","2024.11 월","10793","22158","10729","11429",
"재송2동","총인구","2024.12 월","10791","22079","10693","11386",
"사하구","총인구","2020.01 월","138670","325219","162775","162444",
"사하구","총인구","2020.02 월","138770","324510","162456","162054",
"사하구","총인구","2020.03 월","138864","323758","162020","161738",
"사하구","총인구","2020.04 월","138813","322960","161595","161365",
"사하구","총인구","2020.05 월","138962","322439","161281","161158",
"사하구","총인구","2020.06 월","139108","321916","161035","160881",
"사하구","총인구","2020.07 월","139163","321352","160716","160636",
"사하구","총인구","2020.08 월","139139","320351","160190","160161",
"사하구","총인구","2020.09 월","139047","319277","159550","159727",
"사하구","총인구","2020.10 월","138879","318198","158937","159261",
"사하구","총인구","2020.11 월","138906","317333","158470","158863",
"사하구","총인구","2020.12 월","138854","316226","157924","158302",
"사하구","총인구","2021.01 월","138852","315489","157568","157921",
"사하구","총인구","2021.02 월","139159","315140","157418","157722",
"사하구","총인구","2021.03 월","138478","313704","156712","156992",
"사하구","총인구","2021.04 월","138475","313036","156337","156699",
"사하구","총인구","2021.05 월","138530","312377","156022","156355",
"사하구","총인구","2021.06 월","138589","311859","155713","156146",
"사하구","총인구","2021.07 월","138547","311146","155337","155809",
"사하구","총인구","2021.08 월","138893","311154","155328","155826",
"사하구","총인구","2021.09 월","139174","311091","155259","155832",
"사하구","총인구","2021.10 월","139393","310836","155076","155760",
"사하구","총인구","2021.11 월","139558","310651","154977","155674",
"사하구","총인구","2021.12 월","139604","310195","154681","155514",
"사하구","총인구","2022.01 월","139856","310108","154597","155511",
"사하구","총인구","2022.02 월","140385","310274","154680","155594",
"사하구","총인구","2022.03 월","140594","309924","154517","155407",
"사하구","총인구","2022.04 월","140807","309718","154399","155319",
"사하구","총인구","2022.05 월","140991","309583","154369","155214",
"사하구","총인구","2022.06 월","141003","309199","154125","155074",
"사하구","총인구","2022.07 월","141082","308777","153906","154871",
"사하구","총인구","2022.08 월","141176","308286","153638","154648",
"사하구","총인구","2022.09 월","140869","307465","153183","154282",
"사하구","총인구","2022.10 월","140904","307196","153035","154161",
"사하구","총인구","2022.11 월","140839","306893","152924","153969",
"사하구","총인구","2022.12 월","140778","306511","152728","153783",
"사하구","총인구","2023.01 월","140814","306473","152722","153751",
"사하구","총인구","2023.02 월","141291","306635","152804","153831",
"사하구","총인구","2023.03 월","141398","306547","152712","153835",
"사하구","총인구","2023.04 월","141450","306358","152578","153780",
"사하구","총인구","2023.05 월","141510","306147","152407","153740",
"사하구","총인구","2023.06 월","141455","305761","152255","153506",
"사하구","총인구","2023.07 월","141438","305316","152061","153255",
"사하구","총인구","2023.08 월","141279","304768","151770","152998",
"사하구","총인구","2023.09 월","141165","304469","151624","152845",
"사하구","총인구","2023.10 월","140951","303886","151409","152477",
"사하구","총인구","2023.11 월","140857","303412","151132","152280",
"사하구","총인구","2023.12 월","140764","302947","150934","152013",
"사하구","총인구","2024.01 월","140523","302178","150553","151625",
"사하구","총인구","2024.02 월","140577","301477","150253","151224",
"사하구","총인구","2024.03 월","140621","301091","150049","151042",
"사하구","총인구","2024.04 월","140503","300597","149807","150790",
"사하구","총인구","2024.05 월","140513","300161","149656","150505",
"사하구","총인구","2024.06 월","140424","299692","149390","150302",
"사하구","총인구","2024.07 월","140375","299290","149216","150074",
"사하구","총인구","2024.08 월","140252","298679","148889","149790",
"사하구","총인구","2024.09 월","140206","298316","148642","149674",
"사하구","총인구","2024.10 월","140404","298318","148634","149684",
"사하구","총인구","2024.11 월","140610","298418","148681","149737",
"사하구","총인구","2024.12 월","140631","298201","148601","149600",
"괴정1동","총인구","2020.01 월","8750","20716","10002","10714",
"괴정1동","총인구","2020.02 월","8773","20725","10013","10712",
"괴정1동","총인구","2020.03 월","8773","20697","10004","10693",
"괴정1동","총인구","2020.04 월","8763","20634","9977","10657",
"괴정1동","총인구","2020.05 월","8760","20583","9956","10627",
"괴정1동","총인구","2020.06 월","8739","20512","9918","10594",
"괴정1동","총인구","2020.07 월","8755","20516","9904","10612",
"괴정1동","총인구","2020.08 월","8743","20455","9877","10578",
"괴정1동","총인구","2020.09 월","8751","20423","9853","10570",
"괴정1동","총인구","2020.10 월","8748","20340","9802","10538",
"괴정1동","총인구","2020.11 월","8758","20308","9783","10525",
"괴정1동","총인구","2020.12 월","8783","20246","9753","10493",
"괴정1동","총인구","2021.01 월","8810","20251","9754","10497",
"괴정1동","총인구","2021.02 월","8795","20093","9677","10416",
"괴정1동","총인구","2021.03 월","8722","19972","9610","10362",
"괴정1동","총인구","2021.04 월","8733","19956","9609","10347",
"괴정1동","총인구","2021.05 월","8734","19900","9585","10315",
"괴정1동","총인구","2021.06 월","8721","19849","9567","10282",
"괴정1동","총인구","2021.07 월","8695","19778","9528","10250",
"괴정1동","총인구","2021.08 월","8691","19765","9509","10256",
"괴정1동","총인구","2021.09 월","8700","19738","9490","10248",
"괴정1동","총인구","2021.10 월","8728","19749","9486","10263",
"괴정1동","총인구","2021.11 월","8713","19670","9436","10234",
"괴정1동","총인구","2021.12 월","8722","19647","9427","10220",
"괴정1동","총인구","2022.01 월","8719","19549","9378","10171",
"괴정1동","총인구","2022.02 월","8697","19446","9322","10124",
"괴정1동","총인구","2022.03 월","8678","19370","9269","10101",
"괴정1동","총인구","2022.04 월","8669","19318","9248","10070",
"괴정1동","총인구","2022.05 월","8680","19293","9237","10056",
"괴정1동","총인구","2022.06 월","8673","19255","9204","10051",
"괴정1동","총인구","2022.07 월","8686","19243","9204","10039",
"괴정1동","총인구","2022.08 월","8670","19157","9157","10000",
"괴정1동","총인구","2022.09 월","8643","19074","9118","9956",
"괴정1동","총인구","2022.10 월","8627","19015","9093","9922",
"괴정1동","총인구","2022.11 월","8632","18988","9081","9907",
"괴정1동","총인구","2022.12 월","8634","18965","9076","9889",
"괴정1동","총인구","2023.01 월","8591","18843","9007","9836",
"괴정1동","총인구","2023.02 월","8602","18778","8959","9819",
"괴정1동","총인구","2023.03 월","8607","18726","8938","9788",
"괴정1동","총인구","2023.04 월","8597","18688","8918","9770",
"괴정1동","총인구","2023.05 월","8594","18636","8875","9761",
"괴정1동","총인구","2023.06 월","8576","18603","8866","9737",
"괴정1동","총인구","2023.07 월","8581","18549","8833","9716",
"괴정1동","총인구","2023.08 월","8574","18511","8813","9698",
"괴정1동","총인구","2023.09 월","8565","18468","8792","9676",
"괴정1동","총인구","2023.10 월","8542","18401","8767","9634",
"괴정1동","총인구","2023.11 월","8532","18332","8728","9604",
"괴정1동","총인구","2023.12 월","8505","18282","8705","9577",
"괴정1동","총인구","2024.01 월","8489","18230","8695","9535",
"괴정1동","총인구","2024.02 월","8496","18225","8685","9540",
"괴정1동","총인구","2024.03 월","8482","18163","8648","9515",
"괴정1동","총인구","2024.04 월","8444","18068","8611","9457",
"괴정1동","총인구","2024.05 월","8441","18025","8590","9435",
"괴정1동","총인구","2024.06 월","8412","17957","8556","9401",
"괴정1동","총인구","2024.07 월","8404","17946","8551","9395",
"괴정1동","총인구","2024.08 월","8408","17946","8538","9408",
"괴정1동","총인구","2024.09 월","8427","17930","8523","9407",
"괴정1동","총인구","2024.10 월","8402","17842","8476","9366",
"괴정1동","총인구","2024.11 월","8381","17769","8431","9338",
"괴정1동","총인구","2024.12 월","8364","17729","8400","9329",
"괴정2동","총인구","2020.01 월","6319","14899","7320","7579",
"괴정2동","총인구","2020.02 월","6319","14840","7285","7555",
"괴정2동","총인구","2020.03 월","6329","14855","7297","7558",
"괴정2동","총인구","2020.04 월","6324","14787","7269","7518",
"괴정2동","총인구","2020.05 월","6327","14740","7252","7488",
"괴정2동","총인구","2020.06 월","6329","14688","7227","7461",
"괴정2동","총인구","2020.07 월","6329","14636","7196","7440",
"괴정2동","총인구","2020.08 월","6342","14653","7200","7453",
"괴정2동","총인구","2020.09 월","6328","14596","7172","7424",
"괴정2동","총인구","2020.10 월","6310","14512","7127","7385",
"괴정2동","총인구","2020.11 월","6289","14443","7075","7368",
"괴정2동","총인구","2020.12 월","6298","14413","7068","7345",
"괴정2동","총인구","2021.01 월","6298","14381","7059","7322",
"괴정2동","총인구","2021.02 월","6302","14302","7007","7295",
"괴정2동","총인구","2021.03 월","6262","14244","6990","7254",
"괴정2동","총인구","2021.04 월","6252","14208","6966","7242",
"괴정2동","총인구","2021.05 월","6250","14148","6926","7222",
"괴정2동","총인구","2021.06 월","6262","14148","6929","7219",
"괴정2동","총인구","2021.07 월","6277","14175","6935","7240",
"괴정2동","총인구","2021.08 월","6285","14147","6911","7236",
"괴정2동","총인구","2021.09 월","6293","14118","6903","7215",
"괴정2동","총인구","2021.10 월","6306","14113","6897","7216",
"괴정2동","총인구","2021.11 월","6309","14116","6898","7218",
"괴정2동","총인구","2021.12 월","6306","14092","6897","7195",
"괴정2동","총인구","2022.01 월","6515","14612","7144","7468",
"괴정2동","총인구","2022.02 월","6721","15137","7385","7752",
"괴정2동","총인구","2022.03 월","6821","15305","7460","7845",
"괴정2동","총인구","2022.04 월","6907","15440","7512","7928",
"괴정2동","총인구","2022.05 월","6961","15540","7556","7984",
"괴정2동","총인구","2022.06 월","6993","15594","7586","8008",
"괴정2동","총인구","2022.07 월","7019","15641","7598","8043",
"괴정2동","총인구","2022.08 월","7029","15636","7602","8034",
"괴정2동","총인구","2022.09 월","7018","15603","7570","8033",
"괴정2동","총인구","2022.10 월","7016","15593","7566","8027",
"괴정2동","총인구","2022.11 월","7015","15569","7548","8021",
"괴정2동","총인구","2022.12 월","7015","15546","7534","8012",
"괴정2동","총인구","2023.01 월","6997","15500","7498","8002",
"괴정2동","총인구","2023.02 월","6989","15473","7493","7980",
"괴정2동","총인구","2023.03 월","6976","15403","7454","7949",
"괴정2동","총인구","2023.04 월","6977","15408","7451","7957",
"괴정2동","총인구","2023.05 월","6987","15406","7459","7947",
"괴정2동","총인구","2023.06 월","6979","15367","7437","7930",
"괴정2동","총인구","2023.07 월","6977","15364","7427","7937",
"괴정2동","총인구","2023.08 월","6967","15348","7414","7934",
"괴정2동","총인구","2023.09 월","6963","15342","7410","7932",
"괴정2동","총인구","2023.10 월","6949","15301","7387","7914",
"괴정2동","총인구","2023.11 월","6935","15286","7383","7903",
"괴정2동","총인구","2023.12 월","6932","15264","7375","7889",
"괴정2동","총인구","2024.01 월","6906","15177","7326","7851",
"괴정2동","총인구","2024.02 월","6906","15125","7303","7822",
"괴정2동","총인구","2024.03 월","6893","15044","7260","7784",
"괴정2동","총인구","2024.04 월","6875","14994","7231","7763",
"괴정2동","총인구","2024.05 월","6880","14967","7221","7746",
"괴정2동","총인구","2024.06 월","6884","14962","7225","7737",
"괴정2동","총인구","2024.07 월","6884","14941","7222","7719",
"괴정2동","총인구","2024.08 월","6877","14887","7203","7684",
"괴정2동","총인구","2024.09 월","6866","14873","7193","7680",
"괴정2동","총인구","2024.10 월","6841","14809","7162","7647",
"괴정2동","총인구","2024.11 월","6842","14822","7172","7650",
"괴정2동","총인구","2024.12 월","6849","14801","7166","7635",
"괴정3동","총인구","2020.01 월","6526","13418","6436","6982",
"괴정3동","총인구","2020.02 월","6515","13368","6417","6951",
"괴정3동","총인구","2020.03 월","6541","13332","6401","6931",
"괴정3동","총인구","2020.04 월","6547","13300","6387","6913",
"괴정3동","총인구","2020.05 월","6556","13267","6371","6896",
"괴정3동","총인구","2020.06 월","6584","13307","6391","6916",
"괴정3동","총인구","2020.07 월","6580","13272","6371","6901",
"괴정3동","총인구","2020.08 월","6586","13241","6356","6885",
"괴정3동","총인구","2020.09 월","6589","13190","6337","6853",
"괴정3동","총인구","2020.10 월","6565","13112","6301","6811",
"괴정3동","총인구","2020.11 월","6582","13072","6291","6781",
"괴정3동","총인구","2020.12 월","6594","13054","6280","6774",
"괴정3동","총인구","2021.01 월","6574","13004","6251","6753",
"괴정3동","총인구","2021.02 월","6599","13013","6255","6758",
"괴정3동","총인구","2021.03 월","6493","12848","6184","6664",
"괴정3동","총인구","2021.04 월","6476","12770","6146","6624",
"괴정3동","총인구","2021.05 월","6465","12718","6122","6596",
"괴정3동","총인구","2021.06 월","6462","12705","6107","6598",
"괴정3동","총인구","2021.07 월","6442","12645","6083","6562",
"괴정3동","총인구","2021.08 월","6436","12614","6067","6547",
"괴정3동","총인구","2021.09 월","6447","12624","6061","6563",
"괴정3동","총인구","2021.10 월","6451","12590","6029","6561",
"괴정3동","총인구","2021.11 월","6460","12574","6011","6563",
"괴정3동","총인구","2021.12 월","6449","12551","5993","6558",
"괴정3동","총인구","2022.01 월","6443","12465","5952","6513",
"괴정3동","총인구","2022.02 월","6405","12365","5898","6467",
"괴정3동","총인구","2022.03 월","6389","12301","5863","6438",
"괴정3동","총인구","2022.04 월","6390","12262","5850","6412",
"괴정3동","총인구","2022.05 월","6379","12249","5849","6400",
"괴정3동","총인구","2022.06 월","6392","12277","5861","6416",
"괴정3동","총인구","2022.07 월","6392","12253","5844","6409",
"괴정3동","총인구","2022.08 월","6391","12232","5837","6395",
"괴정3동","총인구","2022.09 월","6367","12197","5805","6392",
"괴정3동","총인구","2022.10 월","6363","12165","5792","6373",
"괴정3동","총인구","2022.11 월","6348","12116","5766","6350",
"괴정3동","총인구","2022.12 월","6354","12118","5763","6355",
"괴정3동","총인구","2023.01 월","6330","12064","5746","6318",
"괴정3동","총인구","2023.02 월","6351","12043","5725","6318",
"괴정3동","총인구","2023.03 월","6337","12009","5704","6305",
"괴정3동","총인구","2023.04 월","6343","11981","5686","6295",
"괴정3동","총인구","2023.05 월","6335","11968","5689","6279",
"괴정3동","총인구","2023.06 월","6327","11921","5668","6253",
"괴정3동","총인구","2023.07 월","6333","11884","5659","6225",
"괴정3동","총인구","2023.08 월","6316","11810","5623","6187",
"괴정3동","총인구","2023.09 월","6329","11803","5611","6192",
"괴정3동","총인구","2023.10 월","6308","11752","5590","6162",
"괴정3동","총인구","2023.11 월","6296","11693","5561","6132",
"괴정3동","총인구","2023.12 월","6286","11680","5554","6126",
"괴정3동","총인구","2024.01 월","6291","11671","5541","6130",
"괴정3동","총인구","2024.02 월","6294","11638","5530","6108",
"괴정3동","총인구","2024.03 월","6301","11613","5507","6106",
"괴정3동","총인구","2024.04 월","6311","11644","5525","6119",
"괴정3동","총인구","2024.05 월","6304","11626","5515","6111",
"괴정3동","총인구","2024.06 월","6294","11598","5502","6096",
"괴정3동","총인구","2024.07 월","6289","11597","5511","6086",
"괴정3동","총인구","2024.08 월","6274","11578","5499","6079",
"괴정3동","총인구","2024.09 월","6267","11543","5486","6057",
"괴정3동","총인구","2024.10 월","6254","11513","5469","6044",
"괴정3동","총인구","2024.11 월","6237","11474","5448","6026",
"괴정3동","총인구","2024.12 월","6223","11429","5415","6014",
"괴정4동","총인구","2020.01 월","5233","11861","5760","6101",
"괴정4동","총인구","2020.02 월","5221","11804","5724","6080",
"괴정4동","총인구","2020.03 월","5211","11753","5707","6046",
"괴정4동","총인구","2020.04 월","5195","11727","5692","6035",
"괴정4동","총인구","2020.05 월","5202","11720","5682","6038",
"괴정4동","총인구","2020.06 월","5188","11659","5645","6014",
"괴정4동","총인구","2020.07 월","5186","11604","5621","5983",
"괴정4동","총인구","2020.08 월","5191","11567","5597","5970",
"괴정4동","총인구","2020.09 월","5186","11531","5576","5955",
"괴정4동","총인구","2020.10 월","5194","11516","5569","5947",
"괴정4동","총인구","2020.11 월","5181","11489","5548","5941",
"괴정4동","총인구","2020.12 월","5176","11426","5524","5902",
"괴정4동","총인구","2021.01 월","5181","11399","5517","5882",
"괴정4동","총인구","2021.02 월","5430","12126","5897","6229",
"괴정4동","총인구","2021.03 월","5485","12347","6005","6342",
"괴정4동","총인구","2021.04 월","5521","12434","6023","6411",
"괴정4동","총인구","2021.05 월","5557","12503","6046","6457",
"괴정4동","총인구","2021.06 월","5552","12484","6042","6442",
"괴정4동","총인구","2021.07 월","5552","12445","6018","6427",
"괴정4동","총인구","2021.08 월","5558","12414","6001","6413",
"괴정4동","총인구","2021.09 월","5569","12406","6004","6402",
"괴정4동","총인구","2021.10 월","5558","12343","5985","6358",
"괴정4동","총인구","2021.11 월","5562","12371","6007","6364",
"괴정4동","총인구","2021.12 월","5553","12331","5982","6349",
"괴정4동","총인구","2022.01 월","5534","12253","5951","6302",
"괴정4동","총인구","2022.02 월","5519","12211","5939","6272",
"괴정4동","총인구","2022.03 월","5501","12143","5909","6234",
"괴정4동","총인구","2022.04 월","5495","12108","5888","6220",
"괴정4동","총인구","2022.05 월","5501","12083","5869","6214",
"괴정4동","총인구","2022.06 월","5501","12078","5871","6207",
"괴정4동","총인구","2022.07 월","5492","12042","5864","6178",
"괴정4동","총인구","2022.08 월","5489","12032","5860","6172",
"괴정4동","총인구","2022.09 월","5469","11988","5833","6155",
"괴정4동","총인구","2022.10 월","5464","11982","5828","6154",
"괴정4동","총인구","2022.11 월","5458","11968","5826","6142",
"괴정4동","총인구","2022.12 월","5459","11975","5826","6149",
"괴정4동","총인구","2023.01 월","5705","12679","6181","6498",
"괴정4동","총인구","2023.02 월","6059","13707","6712","6995",
"괴정4동","총인구","2023.03 월","6299","14318","7018","7300",
"괴정4동","총인구","2023.04 월","6397","14595","7144","7451",
"괴정4동","총인구","2023.05 월","6500","14877","7261","7616",
"괴정4동","총인구","2023.06 월","6551","15012","7318","7694",
"괴정4동","총인구","2023.07 월","6573","15078","7356","7722",
"괴정4동","총인구","2023.08 월","6596","15172","7406","7766",
"괴정4동","총인구","2023.09 월","6603","15206","7421","7785",
"괴정4동","총인구","2023.10 월","6617","15261","7459","7802",
"괴정4동","총인구","2023.11 월","6616","15288","7472","7816",
"괴정4동","총인구","2023.12 월","6608","15278","7474","7804",
"괴정4동","총인구","2024.01 월","6598","15266","7456","7810",
"괴정4동","총인구","2024.02 월","6599","15248","7447","7801",
"괴정4동","총인구","2024.03 월","6593","15211","7429","7782",
"괴정4동","총인구","2024.04 월","6585","15198","7421","7777",
"괴정4동","총인구","2024.05 월","6598","15188","7417","7771",
"괴정4동","총인구","2024.06 월","6600","15174","7410","7764",
"괴정4동","총인구","2024.07 월","6602","15146","7399","7747",
"괴정4동","총인구","2024.08 월","6585","15111","7379","7732",
"괴정4동","총인구","2024.09 월","6584","15090","7369","7721",
"괴정4동","총인구","2024.10 월","6560","15027","7337","7690",
"괴정4동","총인구","2024.11 월","6550","14990","7324","7666",
"괴정4동","총인구","2024.12 월","6553","14966","7316","7650",
"당리동","총인구","2020.01 월","11573","28459","13984","14475",
"당리동","총인구","2020.02 월","11553","28312","13930","14382",
"당리동","총인구","2020.03 월","11527","28217","13896","14321",
"당리동","총인구","2020.04 월","11523","28112","13829","14283",
"당리동","총인구","2020.05 월","11546","28049","13771","14278",
"당리동","총인구","2020.06 월","11547","27963","13722","14241",
"당리동","총인구","2020.07 월","11545","27945","13704","14241",
"당리동","총인구","2020.08 월","11512","27797","13631","14166",
"당리동","총인구","2020.09 월","11471","27644","13562","14082",
"당리동","총인구","2020.10 월","11466","27596","13534","14062",
"당리동","총인구","2020.11 월","11475","27536","13505","14031",
"당리동","총인구","2020.12 월","11439","27390","13421","13969",
"당리동","총인구","2021.01 월","11420","27284","13363","13921",
"당리동","총인구","2021.02 월","11393","27156","13297","13859",
"당리동","총인구","2021.03 월","11367","27037","13228","13809",
"당리동","총인구","2021.04 월","11364","26964","13212","13752",
"당리동","총인구","2021.05 월","11371","26930","13185","13745",
"당리동","총인구","2021.06 월","11364","26859","13140","13719",
"당리동","총인구","2021.07 월","11367","26778","13110","13668",
"당리동","총인구","2021.08 월","11384","26752","13096","13656",
"당리동","총인구","2021.09 월","11399","26729","13084","13645",
"당리동","총인구","2021.10 월","11431","26720","13063","13657",
"당리동","총인구","2021.11 월","11445","26719","13043","13676",
"당리동","총인구","2021.12 월","11445","26697","13028","13669",
"당리동","총인구","2022.01 월","11430","26572","12949","13623",
"당리동","총인구","2022.02 월","11402","26398","12863","13535",
"당리동","총인구","2022.03 월","11361","26279","12817","13462",
"당리동","총인구","2022.04 월","11361","26185","12763","13422",
"당리동","총인구","2022.05 월","11361","26148","12764","13384",
"당리동","총인구","2022.06 월","11367","26117","12764","13353",
"당리동","총인구","2022.07 월","11376","26098","12744","13354",
"당리동","총인구","2022.08 월","11388","26049","12701","13348",
"당리동","총인구","2022.09 월","11364","25982","12661","13321",
"당리동","총인구","2022.10 월","11346","25935","12646","13289",
"당리동","총인구","2022.11 월","11305","25831","12592","13239",
"당리동","총인구","2022.12 월","11290","25750","12548","13202",
"당리동","총인구","2023.01 월","11260","25650","12486","13164",
"당리동","총인구","2023.02 월","11219","25454","12384","13070",
"당리동","총인구","2023.03 월","11158","25258","12272","12986",
"당리동","총인구","2023.04 월","11119","25134","12206","12928",
"당리동","총인구","2023.05 월","11043","24948","12120","12828",
"당리동","총인구","2023.06 월","11014","24857","12086","12771",
"당리동","총인구","2023.07 월","11008","24806","12055","12751",
"당리동","총인구","2023.08 월","10989","24716","12006","12710",
"당리동","총인구","2023.09 월","10970","24665","11980","12685",
"당리동","총인구","2023.10 월","10958","24613","11952","12661",
"당리동","총인구","2023.11 월","10945","24555","11941","12614",
"당리동","총인구","2023.12 월","10933","24495","11911","12584",
"당리동","총인구","2024.01 월","10912","24407","11867","12540",
"당리동","총인구","2024.02 월","10919","24370","11846","12524",
"당리동","총인구","2024.03 월","10946","24375","11855","12520",
"당리동","총인구","2024.04 월","10932","24301","11813","12488",
"당리동","총인구","2024.05 월","10910","24228","11788","12440",
"당리동","총인구","2024.06 월","10907","24178","11772","12406",
"당리동","총인구","2024.07 월","10905","24122","11730","12392",
"당리동","총인구","2024.08 월","10890","24070","11704","12366",
"당리동","총인구","2024.09 월","10868","23993","11656","12337",
"당리동","총인구","2024.10 월","10834","23934","11625","12309",
"당리동","총인구","2024.11 월","10832","23891","11607","12284",
"당리동","총인구","2024.12 월","10798","23778","11560","12218",
"하단1동","총인구","2020.01 월","10065","22465","11262","11203",
"하단1동","총인구","2020.02 월","10124","22497","11272","11225",
"하단1동","총인구","2020.03 월","10167","22455","11249","11206",
"하단1동","총인구","2020.04 월","10182","22467","11232","11235",
"하단1동","총인구","2020.05 월","10211","22455","11222","11233",
"하단1동","총인구","2020.06 월","10233","22429","11206","11223",
"하단1동","총인구","2020.07 월","10247","22414","11190","11224",
"하단1동","총인구","2020.08 월","10250","22331","11153","11178",
"하단1동","총인구","2020.09 월","10267","22272","11102","11170",
"하단1동","총인구","2020.10 월","10250","22189","11042","11147",
"하단1동","총인구","2020.11 월","10234","22088","10983","11105",
"하단1동","총인구","2020.12 월","10231","22030","10956","11074",
"하단1동","총인구","2021.01 월","10247","21999","10942","11057",
"하단1동","총인구","2021.02 월","10230","21934","10935","10999",
"하단1동","총인구","2021.03 월","10204","21813","10878","10935",
"하단1동","총인구","2021.04 월","10210","21788","10855","10933",
"하단1동","총인구","2021.05 월","10193","21706","10812","10894",
"하단1동","총인구","2021.06 월","10238","21752","10836","10916",
"하단1동","총인구","2021.07 월","10264","21735","10825","10910",
"하단1동","총인구","2021.08 월","10276","21697","10793","10904",
"하단1동","총인구","2021.09 월","10296","21690","10796","10894",
"하단1동","총인구","2021.10 월","10328","21729","10815","10914",
"하단1동","총인구","2021.11 월","10376","21747","10823","10924",
"하단1동","총인구","2021.12 월","10401","21761","10819","10942",
"하단1동","총인구","2022.01 월","10396","21707","10773","10934",
"하단1동","총인구","2022.02 월","10417","21600","10733","10867",
"하단1동","총인구","2022.03 월","10432","21594","10732","10862",
"하단1동","총인구","2022.04 월","10453","21571","10732","10839",
"하단1동","총인구","2022.05 월","10469","21551","10722","10829",
"하단1동","총인구","2022.06 월","10492","21518","10710","10808",
"하단1동","총인구","2022.07 월","10515","21523","10715","10808",
"하단1동","총인구","2022.08 월","10571","21604","10749","10855",
"하단1동","총인구","2022.09 월","10560","21583","10740","10843",
"하단1동","총인구","2022.10 월","10681","21706","10808","10898",
"하단1동","총인구","2022.11 월","10729","21722","10794","10928",
"하단1동","총인구","2022.12 월","10792","21784","10827","10957",
"하단1동","총인구","2023.01 월","10845","21836","10852","10984",
"하단1동","총인구","2023.02 월","10897","21824","10847","10977",
"하단1동","총인구","2023.03 월","10907","21797","10826","10971",
"하단1동","총인구","2023.04 월","10928","21816","10841","10975",
"하단1동","총인구","2023.05 월","10961","21851","10852","10999",
"하단1동","총인구","2023.06 월","10981","21830","10841","10989",
"하단1동","총인구","2023.07 월","11001","21832","10853","10979",
"하단1동","총인구","2023.08 월","10983","21787","10827","10960",
"하단1동","총인구","2023.09 월","10978","21766","10844","10922",
"하단1동","총인구","2023.10 월","10947","21717","10823","10894",
"하단1동","총인구","2023.11 월","10955","21753","10842","10911",
"하단1동","총인구","2023.12 월","10955","21701","10822","10879",
"하단1동","총인구","2024.01 월","10935","21642","10780","10862",
"하단1동","총인구","2024.02 월","10929","21589","10745","10844",
"하단1동","총인구","2024.03 월","10932","21553","10720","10833",
"하단1동","총인구","2024.04 월","10947","21548","10720","10828",
"하단1동","총인구","2024.05 월","10931","21470","10689","10781",
"하단1동","총인구","2024.06 월","10930","21453","10693","10760",
"하단1동","총인구","2024.07 월","10924","21400","10655","10745",
"하단1동","총인구","2024.08 월","10930","21377","10643","10734",
"하단1동","총인구","2024.09 월","10922","21372","10646","10726",
"하단1동","총인구","2024.10 월","10894","21273","10602","10671",
"하단1동","총인구","2024.11 월","10891","21196","10573","10623",
"하단1동","총인구","2024.12 월","10869","21139","10531","10608",
"하단2동","총인구","2020.01 월","12138","26441","13162","13279",
"하단2동","총인구","2020.02 월","12255","26483","13208","13275",
"하단2동","총인구","2020.03 월","12276","26434","13176","13258",
"하단2동","총인구","2020.04 월","12276","26340","13141","13199",
"하단2동","총인구","2020.05 월","12308","26352","13139","13213",
"하단2동","총인구","2020.06 월","12325","26292","13107","13185",
"하단2동","총인구","2020.07 월","12360","26280","13108","13172",
"하단2동","총인구","2020.08 월","12377","26208","13065","13143",
