year,month,address_gu,sub_address,sub_household,sub_pop,sub_male_pop,sub_female_pop,sub_single
2020,7,중구,보수동,5775.0,10893.0,5293.0,5600.0,3061.0
2020,7,중구,부평동,2725.0,4904.0,2321.0,2583.0,1564.0
2020,7,해운대구,반여동,30850.0,75403.0,37128.0,38275.0,9471.0
2020,7,해운대구,우동,33435.0,84586.0,40306.0,44280.0,9704.0
2020,7,해운대구,재송동,25987.0,64883.0,31743.0,33140.0,7685.0
2020,7,해운대구,좌동,36351.0,91975.0,43171.0,48804.0,10699.0
2020,7,해운대구,중동,17973.0,41253.0,19816.0,21437.0,6890.0
2020,8,강서구,강동동,2654.0,4738.0,2568.0,2170.0,1510.0
2020,8,강서구,명지동,26336.0,74828.0,37327.0,37501.0,5360.0
2020,8,금정구,구서동,21108.0,53839.0,25686.0,28153.0,5620.0
2020,8,금정구,금성동,487.0,1103.0,537.0,566.0,196.0
2020,8,금정구,남산동,13977.0,30928.0,14989.0,15939.0,5690.0
2020,8,금정구,서동,14614.0,28128.0,14109.0,14019.0,7049.0
2020,8,금정구,장전동,22120.0,47703.0,23436.0,24267.0,10814.0
2020,8,기장군,기장읍,25066.0,53887.0,26287.0,27600.0,10601.0
2020,8,기장군,일광읍,8262.0,19237.0,9656.0,9581.0,2864.0
2020,8,기장군,장안읍,4677.0,9122.0,5003.0,4119.0,2490.0
2020,8,기장군,정관읍,30947.0,83068.0,41172.0,41896.0,8160.0
2020,8,기장군,철마면,3852.0,8181.0,4118.0,4063.0,1516.0
2020,8,남구,감만동,9834.0,21679.0,10935.0,10744.0,3672.0
2020,8,남구,대연동,43406.0,98845.0,48406.0,50439.0,18272.0
2020,8,남구,문현동,21538.0,47682.0,23332.0,24350.0,8293.0
2020,8,남구,용당동,3349.0,8284.0,4222.0,4062.0,1088.0
2020,8,남구,용호동,33458.0,85405.0,41332.0,44073.0,8950.0
2020,8,남구,우암동,5952.0,13670.0,6761.0,6909.0,2005.0
2020,8,동구,범일동,13145.0,25902.0,12825.0,13077.0,6411.0
2020,8,동구,수정동,12365.0,24539.0,11868.0,12671.0,5758.0
2020,8,동구,좌천동,5461.0,11294.0,5478.0,5816.0,2334.0
2020,8,동구,초량동,14983.0,30244.0,14921.0,15323.0,7750.0
2020,8,동래구,명륜동,9341.0,24967.0,12165.0,12802.0,2391.0
2020,8,동래구,명장동,12886.0,30072.0,14675.0,15397.0,4096.0
2020,8,동래구,사직동,21999.0,57420.0,27965.0,29455.0,5906.0
2020,8,동래구,안락동,18004.0,43476.0,21269.0,22207.0,5566.0
2020,8,동래구,온천동,33741.0,74215.0,35891.0,38324.0,13724.0
2020,8,부산진구,가야동,17540.0,37964.0,18727.0,19237.0,7393.0
2020,8,부산진구,개금동,26306.0,59162.0,28561.0,30601.0,10049.0
2020,8,부산진구,당감동,20234.0,46871.0,22572.0,24299.0,6851.0
2020,8,부산진구,범천동,17180.0,32686.0,15779.0,16907.0,8754.0
2020,8,부산진구,부암동,16447.0,40849.0,20003.0,20846.0,4878.0
2020,8,부산진구,양정동,16769.0,33762.0,15831.0,17931.0,8081.0
2020,8,부산진구,연지동,8493.0,20690.0,9787.0,10903.0,2506.0
2020,8,부산진구,전포동,21750.0,39942.0,18864.0,21078.0,12086.0
