영화명,장르,개봉연도,관객수,스크린수,배급사,예산,국내매출액,세계매출액,세계흥행지수,국내흥행지수,유형
주먹왕 랄프 2: 인터넷 속으로,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,2019,1758891,1453,월트디즈니컴퍼니코리아유한책임회사,175000000.0,10209048.0,529323962,80.2596155725003,1.928695606642497,D (상대적 저성과)
내셔널 트레져:비밀의 책,Action Adventure Mystery Thriller,2007,1756319,76,한국소니픽쳐스릴리징브에나비스타영화(주),,11982505.0,459242249,69.63336067410161,2.609190471062256,D (상대적 저성과)
이미테이션 게임,Biography Drama Thriller War,2015,1743936,541,메가박스중앙(주)플러스엠엔터테인먼트,,12074555.0,233555708,35.413268025911,5.169882210714371,D (상대적 저성과)
샹치와 텐 링즈의 전설,Action Adventure Fantasy Sci-Fi,2021,1740868,1784,월트디즈니컴퍼니코리아유한책임회사,,15318394.0,432243292,65.53959945178524,3.5439286817202937,D (상대적 저성과)
악마는 프라다를 입는다,Comedy Drama,2006,1730719,66,(주)퍼스트런 글뫼주식회사 이십세기폭스코리아(주),35000000.0,10194648.0,326720785,49.53957592353531,3.1202936782855732,D (상대적 저성과)
씽,Animation Comedy Family Musical,2016,1730688,795,유니버설픽쳐스인터내셔널코리아(유),75000000.0,11470803.0,634338409,96.18260366835888,1.8083097030310835,C (글로벌 의존)
스타워즈 에피소드3 - 시스의복수,Action Adventure Fantasy Sci-Fi,2005,1722800,90,이십세기폭스필름코퍼레이션,113000000.0,10862110.0,905595947,137.3124736231653,1.1994433097876929,C (글로벌 의존)
킬러의 보디가드,Action Comedy Crime Thriller,2017,1721757,482,(주)제이앤씨미디어그룹 TCO(주)더콘텐츠온,30000000.0,12743961.0,183431147,27.813049094956313,6.9475447373177035,B (국내 특화)
언터처블: 1%의 우정,Comedy Drama,2012,1720052,454,(주)넥스트엔터테인먼트월드(NEW),,9339066.0,426590315,64.68245752466389,2.1892353557065634,D (상대적 저성과)
샌 안드레아스,Action Adventure Thriller,2015,1716306,847,워너브러더스코리아(주),110000000.0,12762661.0,474609154,71.9633928970508,2.6890886727397594,D (상대적 저성과)
쥬만지: 새로운 세계,Action Adventure Comedy Fantasy,2018,1711246,791,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,90000000.0,12576280.0,962544585,145.94740444320152,1.3065659706557904,C (글로벌 의존)
토르: 천둥의 신,Action Fantasy,2011,1694529,496,(주)씨제이이엔엠,150000000.0,14530075.0,449326618,68.12988682944169,3.2337445452652887,D (상대적 저성과)
콩: 스컬 아일랜드,Action Adventure Fantasy Sci-Fi,2017,1689717,984,워너브러더스코리아(주),185000000.0,12716844.0,568652812,86.22291708256593,2.2363107561666293,D (상대적 저성과)
점퍼,Action Adventure Sci-Fi Thriller,2008,1685405,353,이십세기폭스필름코퍼레이션,85000000.0,9726132.0,225132113,34.13602659160308,4.320188652962183,D (상대적 저성과)
23 아이덴티티,Horror Thriller,2017,1675798,952,유니버설픽쳐스인터내셔널코리아(유),9000000.0,12370434.0,278454417,42.22110855976078,4.442534664479752,D (상대적 저성과)
알렉산더,Action Biography Drama History War,2004,1671576,71,(주)시네마서비스,155000000.0,9149343.0,167298192,25.366863281912682,5.468883369642153,B (국내 특화)
마다가스카의 펭귄,Action Adventure Animation Comedy Crime Family Sci-Fi,2014,1661230,615,(주)씨제이이엔엠,132000000.0,11051752.0,373515621,56.63491982965191,2.95884599696568,D (상대적 저성과)
캡틴 아메리카: 브레이브 뉴 월드,Action Adventure Sci-Fi,2025,1654160,1901,월트디즈니컴퍼니코리아유한책임회사,,11523915.0,415101577,62.94045874605357,2.776167482495495,D (상대적 저성과)
아이스 에이지 4: 대륙 이동설,Adventure Animation Comedy Family,2012,1648070,501,이십세기폭스코리아(주),95000000.0,9015292.0,877244782,133.01368164077525,1.0276826018213923,C (글로벌 의존)
반 헬싱,Action Adventure Fantasy Thriller,2004,1631359,43,(주)스튜디오이쩜영,160000000.0,8413365.405455207,300157638,45.511895108632366,2.8029822800828437,D (상대적 저성과)
마다가스카3 : 이번엔 서커스다!,Adventure Animation Comedy Family,2012,1628563,564,(주)씨제이이엔엠,145000000.0,9178944.0,746921274,113.2531655805942,1.228903810818488,C (글로벌 의존)
블랙 스완,Drama Thriller,2011,1623199,294,(주)영화사그램 이십세기폭스코리아(주) 월트디즈니컴퍼니코리아유한책임회사,13000000.0,11347528.0,329398046,49.945520022184006,3.444928753463219,D (상대적 저성과)
분노의 질주: 언리미티드,Action Crime Thriller,2011,1621973,457,유니버설픽쳐스인터내셔널코리아(유),125000000.0,11173709.0,626140012,94.9395082508672,1.784538407681252,C (글로벌 의존)
마다가스카,Adventure Animation Comedy Family,2005,1620031,109,씨제이엔터테인먼트,,9754887.0,542064525,82.19142437385061,1.799580409730742,D (상대적 저성과)
닥터 두리틀,Adventure Comedy Family Fantasy,2020,1607082,1290,유니버설픽쳐스인터내셔널코리아(유),175000000.0,12224773.0,251410631,38.120550066652235,4.862472581758088,D (상대적 저성과)
퓨리오사: 매드맥스 사가,Action Adventure Sci-Fi,2024,1605454,1442,워너브러더스코리아(주),,12094103.0,174375791,26.440015860855087,6.93565484672124,B (국내 특화)
스타트렉 다크니스,Action Adventure Sci-Fi,2013,1605271,607,(주)씨제이이엔엠,190000000.0,11784493.0,467365246,70.86502344268901,2.521473965139462,D (상대적 저성과)
로빈 후드,Action Adventure Drama History,2010,1596574,555,유니버설픽쳐스인터내셔널코리아(유),200000000.0,10676938.0,321669741,48.77370307669112,3.319223613264886,D (상대적 저성과)
라이프 오브 파이,Adventure Drama Fantasy,2013,1593463,392,주식회사해리슨앤컴퍼니 이십세기폭스코리아(주),120000000.0,14425703.0,609016565,92.34313746065521,2.3686881160613424,C (글로벌 의존)
300: 제국의 부활,Action Drama,2014,1593116,720,워너브러더스코리아(주),110000000.0,11844166.0,337580051,51.18612997573883,3.5085503319625957,D (상대적 저성과)
위플래쉬,Drama Music,2015,1589048,436,(주)넥스트엔터테인먼트월드(NEW) 워터홀컴퍼니(주) (주)쇼박스,3300000.0,11191224.0,50360880,7.636051187670998,22.22205807364764,B (국내 특화)
해리포터와 마법사의 돌,Adventure Family Fantasy,2001,1585389,0,워너브러더스코리아(주),125000000.0,2504289.0,1028492855,155.94691925426812,0.2434911421917462,C (글로벌 의존)
지구가 멈추는 날,Adventure Drama Sci-Fi Thriller,2008,1576333,469,이십세기폭스코리아(주),80000000.0,9191558.0,233093859,35.34323941233287,3.943286210727671,D (상대적 저성과)
적벽대전:거대한 전쟁의 시작,Action Adventure Drama History War,2008,1573621,447,(주)쇼박스,,9035731.0,129710514,19.667569837602432,6.966074469491348,B (국내 특화)
미녀삼총사 : 맥시멈 스피드,Action Adventure Comedy Crime,2003,1566696,57,한국소니픽쳐스릴리징브에나비스타영화(주),120000000.0,8376896.347221745,259175788,39.29795475720374,3.2321292092383818,D (상대적 저성과)
슈퍼배드 4,Adventure Animation Comedy Crime Family Sci-Fi,2024,1562001,1178,유니버설픽쳐스인터내셔널코리아(유),,10416369.0,969604368,147.01785564186702,1.074290643047103,C (글로벌 의존)
범블비,Action Adventure Sci-Fi,2018,1561643,1016,롯데컬처웍스(주)롯데엔터테인먼트,135000000.0,11899133.0,467989645,70.95969896713439,2.5426060441999736,D (상대적 저성과)
앤트맨과 와스프: 퀀텀매니아,Action Adventure Comedy Sci-Fi,2023,1551129,2090,월트디즈니컴퍼니코리아유한책임회사,,11989335.0,476071180,72.18507499183758,2.518391262415843,D (상대적 저성과)
듄,Action Adventure Drama Sci-Fi,2021,1549346,1576,워너브러더스코리아(주),,14616410.0,410668018,62.26821307704303,3.559179034974182,D (상대적 저성과)
사랑과 영혼,Drama Fantasy Romance Thriller,1990,1532589,0,(주)제이앤씨미디어그룹 파라마운트픽쳐스,22000000.0,20984341.0,505703557,76.67813284913406,4.149533992698414,D (상대적 저성과)
벼랑 위의 포뇨,Adventure Animation Comedy Family Fantasy,2008,1521842,379,(주)쇼박스,,8441483.0,206468321,31.306098459528247,4.088512445451619,D (상대적 저성과)
오블리비언,Action Adventure Sci-Fi,2013,1515356,634,유니버설픽쳐스인터내셔널코리아(유),120000000.0,10149289.0,286168572,43.39077998825107,3.5466120297794266,D (상대적 저성과)
몬스터 호텔 2,Adventure Animation Comedy Family Fantasy Romance,2015,1515104,686,유니버설픽쳐스인터내셔널코리아(유),80000000.0,9804387.0,475186976,72.05100610733153,2.063269301387587,D (상대적 저성과)
엑소더스: 신들과 왕들,Action Adventure Drama Fantasy,2014,1511845,865,이십세기폭스코리아(주),140000000.0,11006971.0,268175631,40.66257074145586,4.104388962918111,D (상대적 저성과)
드래곤 길들이기 3,Action Adventure Animation Comedy Drama Family Fantasy,2019,1506942,971,유니버설픽쳐스인터내셔널코리아(유),129000000.0,9051084.0,539987993,81.87656679700055,1.676163936482195,D (상대적 저성과)
인디펜던스 데이 : 리써전스,Action Adventure Sci-Fi,2016,1500830,926,이십세기폭스코리아(주),165000000.0,11043080.0,389681935,59.08616375588915,2.833870140785459,D (상대적 저성과)
엑스맨 2,Action Sci-Fi Thriller,2003,1500000,52,이십세기폭스필름코퍼레이션,110000000.0,7360012.0,407711549,61.81993360657384,1.805200764621951,D (상대적 저성과)
토이 스토리 3,Adventure Animation Comedy Family Fantasy,2010,1484843,394,한국소니픽쳐스릴리징브에나비스타영화(주),200000000.0,13231185.0,1067316101,161.83355772697834,1.2396688279698311,C (글로벌 의존)
킹덤 오브 헤븐,Action Adventure Drama History War,2005,1484000,74,이십세기폭스필름코퍼레이션,130000000.0,8720877.0,218366336,33.11015453582551,3.993691133783552,D (상대적 저성과)
나니아 연대기:캐스피언 왕자,Action Adventure Family Fantasy,2008,1478573,551,한국소니픽쳐스릴리징브에나비스타영화(주),225000000.0,8167428.0,419665568,63.63248138140207,1.9461753888753628,D (상대적 저성과)
